Source,ObsID,QPO0_freq,QPO0_pos_err,QPO0_neg_err,QPO0_FWHM,QPO0_FWHM_pos_err,QPO0_FWHM_neg_err,QPO0_IP,QPO0_IP_pos_err,QPO0_IP_neg_err,Sig.,QPO1_freq,QPO1_pos_err,QPO1_neg_err,QPO1_FWHM,QPO1_FWHM_pos_err,QPO1_FWHM_neg_err,QPO1_IP,QPO1_IP_pos_err,QPO1_IP_neg_err,Sig.,QPO2_freq,QPO2_pos_err,QPO2_neg_err,QPO2_FWHM,QPO2_FWHM_pos_err,QPO2_FWHM_neg_err,QPO2_IP,QPO2_IP_pos_err,QPO2_IP_neg_err,Sig.,QPO3_freq,QPO3_pos_err,QPO3_neg_err,QPO3_FWHM,QPO3_FWHM_pos_err,QPO3_FWHM_neg_err,QPO3_IP,QPO3_IP_pos_err,QPO3_IP_neg_err,Sig.,Type,1st_time,last_time
H1743-322,80146-01-26-00,5.20170307E+00,2.75528133E-02,2.64074262E-02,1.52373004E+00,9.78315547E-02,9.62244421E-02,1.21224136E-03,5.60768240E-05,5.84581867E-05,20.7369,9.22429657E+00,1.55892462E-01,1.73725784E-01,4.53671360E+00,3.41032147E-01,3.22786093E-01,9.42780229E-04,6.16607285E-05,5.90011914E-05,15.979,,,,,,,,,,,,,,,,,,,,,B,0.0,2624.0
H1743-322,80146-01-27-00,5.29922724E+00,1.71289854E-02,1.70270093E-02,1.58771825E+00,6.47670105E-02,5.88510223E-02,1.29975146E-03,4.02960904E-05,3.82540493E-05,33.9768,9.31470585E+00,1.33141920E-01,1.35693297E-01,4.73002768E+00,2.42404044E-01,2.38953143E-01,8.27870565E-04,4.06873296E-05,3.94084236E-05,21.0075,,,,,,,,,,,,,,,,,,,,,B,0.0,8832.0
H1743-322,80146-01-50-00-2,5.36964989E+00,1.12837702E-01,1.23597838E-01,1.65408480E+00,4.37265217E-01,3.29726815E-01,1.36673756E-04,2.55801733E-05,2.24681899E-05,6.08299,1.12236462E+01,2.95353323E-01,3.06306094E-01,5.44685459E+00,1.04402435E+00,8.55740726E-01,2.53268838E-04,3.10971300E-05,2.87847924E-05,8.7987,,,,,,,,,,,,,,,,,,,,,,0.0,2349.0
H1743-322,80146-01-51-00,4.55946255E+00,2.10738871E-02,2.10887138E-02,9.40796256E-01,7.25802630E-02,6.78006858E-02,7.81321840E-04,3.77651741E-05,3.77875294E-05,20.6767,8.92356300E+00,4.10234034E-02,4.23063412E-02,1.84805453E+00,1.17261894E-01,1.10149667E-01,9.70218738E-04,3.94152739E-05,3.90981477E-05,24.815,,,,,,,,,,,,,,,,,,,,,B,0.0,3280.0
H1743-322,80146-01-51-01,4.30285168E+00,5.14219776E-02,5.64969219E-02,1.40267932E+00,2.37776667E-01,1.89102411E-01,3.75389529E-04,4.80193157E-05,4.18503259E-05,8.96981,8.40564728E+00,9.82385203E-02,9.94376466E-02,3.54606175E+00,2.38469318E-01,2.19623685E-01,8.89891584E-04,4.48248247E-05,4.21192053E-05,21.1279,,,,,,,,,,,,,,,,,,,,,B,0.0,3280.0
H1743-322,80146-01-52-00,5.14048004E+00,1.54902674E-02,1.53925382E-02,1.12369752E+00,5.32362200E-02,5.02460562E-02,1.49453245E-03,4.56167872E-05,4.57066526E-05,32.6984,9.12733555E+00,1.06988370E-01,1.12016998E-01,4.23279762E+00,3.23039174E-01,2.99089193E-01,1.09147339E-03,5.87554314E-05,5.67505522E-05,19.2328,,,,,,,,,,,,,,,,,,,,,B,0.0,3296.0
H1743-322,80146-01-52-01,5.08724785E+00,1.91377830E-02,1.89715885E-02,1.27602279E+00,5.32461815E-02,5.09155914E-02,1.58315944E-03,4.34497051E-05,4.34291942E-05,36.4538,9.40811443E+00,6.63829669E-02,6.84311688E-02,2.72036099E+00,2.20642328E-01,2.03936234E-01,8.62771762E-04,4.52493805E-05,4.40289950E-05,19.5955,,,,,,,,,,,,,,,,,,,,,B,0.0,3376.0
H1743-322,80146-01-53-00,4.91835451E+00,2.15897281E-02,2.04715878E-02,1.12687504E+00,7.50244185E-02,7.13527277E-02,1.26102846E-03,5.25843498E-05,5.38396816E-05,23.4219,9.12272358E+00,6.96964487E-02,7.33683258E-02,2.70870399E+00,2.39011988E-01,2.25954294E-01,9.38437006E-04,5.07895165E-05,5.28470155E-05,17.7576,,,,,,,,,,,,,,,,,,,,,B,0.0,2441.0
H1743-322,80146-01-53-01,5.09818411E+00,4.29224595E-02,4.28797007E-02,1.25020540E+00,1.34585038E-01,1.19088180E-01,1.32339681E-03,9.54091593E-05,9.44331041E-05,14.0141,9.30891037E+00,1.59538567E-01,1.75739184E-01,2.33282542E+00,5.68611979E-01,4.60096240E-01,6.44926738E-04,9.94351140E-05,9.08042202E-05,7.10239,,,,,,,,,,,,,,,,,,,,,B,0.0,1184.0
H1743-322,80146-01-54-00,4.78627682E+00,1.66916717E-02,1.62191242E-02,9.22643065E-01,5.30919321E-02,5.44207655E-02,1.19839748E-03,4.46727900E-05,4.94434935E-05,24.2377,9.20635223E+00,5.64925708E-02,5.74555136E-02,2.29631996E+00,1.80280969E-01,1.72832906E-01,8.99214123E-04,4.33262103E-05,4.59933799E-05,19.5509,,,,,,,,,,,,,,,,,,,,,B,3887.0,6911.0
H1743-322,80146-01-54-00-2,5.18315220E+00,3.31848077E-02,3.30159739E-02,1.36171520E+00,1.13368377E-01,1.00289494E-01,1.66978058E-03,8.60127911E-05,8.28629127E-05,20.1511,9.62037659E+00,2.01426446E-01,2.18819290E-01,3.64502358E+00,5.37653923E-01,4.60174263E-01,8.31764366E-04,9.12930918E-05,8.27976182E-05,10.0458,,,,,,,,,,,,,,,,,,,,,B,0.0,1216.0
H1743-322,80146-01-55-00,5.18402719E+00,1.98715124E-02,1.96282789E-02,1.22344565E+00,6.14281073E-02,5.99714480E-02,1.55003997E-03,5.55379374E-05,5.73270918E-05,27.0385,8.88954353E+00,1.35574862E-01,1.45363569E-01,4.20499563E+00,3.44655901E-01,3.17655057E-01,1.06455386E-03,6.91838795E-05,6.58962963E-05,16.155,,,,,,,,,,,,,,,,,,,,,B,0.0,3040.0
H1743-322,80146-01-56-00,4.87247515E+00,1.97856203E-02,1.87176000E-02,9.30567861E-01,6.21605590E-02,5.55154495E-02,1.21006207E-03,5.06311335E-05,4.88533988E-05,24.7693,9.37149525E+00,5.80973402E-02,5.72063401E-02,1.95839834E+00,1.73023969E-01,1.63324714E-01,9.30797891E-04,5.10887257E-05,5.19580317E-05,17.9144,,,,,,,,,,,,,,,,,,,,,B,0.0,2864.0
H1743-322,80146-01-58-00,3.90912390E+00,4.71100435E-02,4.69740219E-02,1.06962883E+00,1.42319843E-01,1.25879258E-01,3.70827358E-04,3.76172065E-05,3.70245507E-05,10.0157,8.31872177E+00,1.31491840E-01,1.32115752E-01,4.36818886E+00,3.17373097E-01,2.94609010E-01,1.06022903E-03,5.50479454E-05,5.47311138E-05,19.3716,,,,,,,,,,,,,,,,,,,,,B,0.0,3385.0
H1743-322,80146-01-59-00,5.10562801E+00,2.48904042E-02,2.56238300E-02,1.32995045E+00,8.01401138E-02,7.30817541E-02,1.63515389E-03,6.08672053E-05,5.88214898E-05,27.7986,9.20644283E+00,8.20332915E-02,8.64597932E-02,2.49472690E+00,2.72307366E-01,2.42489308E-01,8.66329006E-04,6.10581264E-05,5.78365798E-05,14.9789,,,,,,,,,,,,,,,,,,,,,B,1184.0,3456.0
H1743-322,80146-01-59-00-2,5.42983961E+00,2.66089123E-02,2.45473739E-02,1.65021503E+00,9.23493356E-02,9.25318375E-02,2.40975828E-03,1.17710100E-04,1.27680541E-04,18.8733,8.37606049E+00,2.32917607E-01,2.66348839E-01,4.24642467E+00,4.07026678E-01,4.38002586E-01,1.03518134E-03,1.29455046E-04,1.21183635E-04,8.54225,,,,,,,,,,,,,,,,,,,,,B,5680.0,8688.0
H1743-322,80146-01-59-00-3,5.01433468E+00,2.65505891E-02,2.62547415E-02,1.03380764E+00,7.17771798E-02,6.66964576E-02,1.52037083E-03,6.57283090E-05,6.59409416E-05,23.0566,9.57668877E+00,9.82677788E-02,1.02139905E-01,2.49950337E+00,2.89063513E-01,2.54963160E-01,9.54840623E-04,7.05914717E-05,6.83090766E-05,13.9782,,,,,,,,,,,,,,,,,,,,,B,0.0,1056.0
H1743-322,80146-01-60-00,5.38668728E+00,1.89229548E-02,1.82128157E-02,1.39457798E+00,6.52860999E-02,6.18058853E-02,2.10414338E-03,7.18579686E-05,7.24509810E-05,29.0423,8.78877544E+00,1.76702902E-01,1.94295257E-01,4.57350445E+00,3.91247749E-01,3.69651586E-01,9.75083560E-04,8.09911653E-05,7.52654887E-05,12.9553,,,,,,,,,,,,,,,,,,,,,B,6144.0,9152.0
H1743-322,80146-01-60-00-2,5.38520479E+00,2.46999152E-02,2.55529787E-02,1.61798537E+00,9.08797383E-02,9.27455574E-02,2.19544931E-03,1.18401775E-04,1.31782625E-04,16.6596,7.91007185E+00,1.85414851E-01,2.20601588E-01,4.42670441E+00,3.26052219E-01,2.98388302E-01,1.41216163E-03,1.53432076E-04,1.25689054E-04,11.2354,,,,,,,,,,,,,,,,,,,,,B,0.0,3296.0
H1743-322,80146-01-62-00,4.55142307E+00,2.17812359E-02,2.17693746E-02,1.15575230E+00,6.27901554E-02,5.93823642E-02,9.09905939E-04,3.19347273E-05,3.18202765E-05,28.5952,8.95697212E+00,5.20992689E-02,5.25005683E-02,2.58327246E+00,1.45877466E-01,1.36274651E-01,1.03037083E-03,3.86678803E-05,3.79880948E-05,27.1235,,,,,,,,,,,,,,,,,,,,,B,0.0,2896.0
H1743-322,80146-01-63-00,3.84476614E+00,7.64999911E-02,8.26836005E-02,1.28080082E+00,2.97753870E-01,2.42088884E-01,2.58285378E-04,4.25720900E-05,3.97121075E-05,6.50395,8.27522659E+00,2.18016550E-01,2.21506000E-01,5.26613617E+00,5.49506903E-01,4.87559825E-01,8.39664601E-04,6.33450691E-05,6.09354320E-05,13.7796,,,,,,,,,,,,,,,,,,,,,,5696.0,8848.0
H1743-322,80146-01-65-00,4.96544075E+00,1.68819726E-02,1.65714975E-02,1.01358926E+00,4.91956174E-02,fixed,1.55447680E-03,4.60179726E-05,4.58806426E-05,33.8809,9.48746681E+00,7.36895651E-02,7.75699392E-02,2.63814402E+00,2.31204480E-01,2.09677204E-01,9.63713392E-04,5.23678027E-05,5.09747988E-05,18.9057,,,,,,,,,,,,,,,,,,,,,B,0.0,2624.0
H1743-322,80146-01-65-00-2,4.90503359E+00,2.27385536E-02,2.22445820E-02,9.12705302E-01,7.66775534E-02,6.93023503E-02,1.35189481E-03,6.10419811E-05,6.04862726E-05,22.3504,9.49296761E+00,7.61727691E-02,7.91796744E-02,2.20791364E+00,2.30516404E-01,2.06986725E-01,1.05819840E-03,6.81074453E-05,6.69837827E-05,15.7978,,,,,,,,,,,,,,,,,,,,,B,5488.0,6688.0
H1743-322,80146-01-66-00,5.10769033E+00,2.36452874E-02,2.28343736E-02,1.07381320E+00,7.14787394E-02,6.24860749E-02,1.69756007E-03,6.87079882E-05,6.36372424E-05,26.6756,9.61304283E+00,1.16568305E-01,1.22592494E-01,2.78923774E+00,3.93399119E-01,3.65551949E-01,8.54330836E-04,7.20447060E-05,7.53946588E-05,11.3315,,,,,,,,,,,,,,,,,,,,,B,1920.0,3376.0
H1743-322,80146-01-66-00-2,5.10805941E+00,4.87729236E-02,4.56425734E-02,1.15406263E+00,1.67146116E-01,1.44806519E-01,1.54579245E-03,1.21750883E-04,1.21656332E-04,12.7062,9.55102348E+00,2.26519674E-01,2.79690474E-01,2.33199501E+00,7.35785902E-01,5.53607523E-01,7.57420668E-04,1.44334728E-04,1.29448468E-04,5.85114,,,,,,,,,,,,,,,,,,,,,B,5680.0,6368.0
H1743-322,80146-01-67-00,5.29880476E+00,2.13517379E-02,2.11230330E-02,1.37728572E+00,7.19626397E-02,7.29884654E-02,1.99362566E-03,7.67378515E-05,8.35401152E-05,23.8643,8.81101704E+00,1.94799989E-01,2.27679431E-01,4.97889757E+00,4.42320675E-01,4.06995952E-01,1.18820160E-03,1.02225298E-04,9.06454588E-05,13.1082,,,,,,,,,,,,,,,,,,,,,B,5680.0,8912.0
H1743-322,80146-01-67-00-2,5.22982883E+00,1.76438056E-02,1.75793096E-02,1.25684595E+00,5.30373603E-02,5.12740389E-02,2.05925014E-03,6.00041785E-05,6.12056465E-05,33.6448,9.10994625E+00,1.26500472E-01,1.37228340E-01,4.10707855E+00,3.32561255E-01,3.10070992E-01,1.12979196E-03,7.06156425E-05,6.65536645E-05,16.9757,,,,,,,,,,,,,,,,,,,,,B,0.0,2848.0
H1743-322,80146-01-68-00,5.29101658E+00,3.44431438E-02,3.83896716E-02,2.00702024E+00,1.47025749E-01,1.39909729E-01,2.31511891E-03,1.58217517E-04,1.67162856E-04,13.8495,8.49123001E+00,1.98592693E-01,2.66040266E-01,4.54618835E+00,5.95807135E-01,4.39762175E-01,1.33571099E-03,1.86548554E-04,1.38939431E-04,9.61362,,,,,,,,,,,,,,,,,,,,,B,0.0,3120.0
H1743-322,80146-01-68-00-2,5.30420446E+00,3.65251414E-02,3.73760089E-02,2.02731299E+00,1.40870616E-01,1.37291238E-01,1.99067034E-03,1.33298672E-04,1.37775874E-04,14.4486,8.38249493E+00,1.62238955E-01,1.90167308E-01,4.30283117E+00,3.65253747E-01,3.35645109E-01,1.42776419E-03,1.43432262E-04,1.24783051E-04,11.442,,,,,,,,,,,,,,,,,,,,,B,5680.0,9055.0
H1743-322,80146-01-69-00,5.35574150E+00,1.85428616E-02,2.17599235E-02,1.65381372E+00,7.46582597E-02,7.74853081E-02,2.31483579E-03,9.17031139E-05,1.05201631E-04,22.0038,8.38928127E+00,1.97637483E-01,2.47377887E-01,5.10961199E+00,4.09535825E-01,3.06845129E-01,1.26129191E-03,1.27436433E-04,9.29239177E-05,13.5734,,,,,,,,,,,,,,,,,,,,,B,0.0,8320.0
H1743-322,95405-01-02-00,1.90219021E+00,3.56939360E-02,3.80683579E-02,7.24415481E-01,1.27366707E-01,1.07812278E-01,3.52446991E-03,3.36083176E-04,3.40803352E-04,10.3417,5.12334061E+00,2.62026846E-01,4.18455899E-01,1.40579247E+00,9.55305934E-01,6.04087114E-01,1.23565667E-03,4.48105100E-04,3.80074460E-04,3.25109,,,,,,,,,,,,,,,,,,,,,B,0.0,1232.0
