ID,mjds,num_qpos,hardness,tins,disk_norm,gammas,nthcomp_norms,fit_stats,red_fit_stats,count_rates,bg_ratio,intensities
1130360228_2,58324.7163079,0,0.3509671907467566,0.2,413940.0,2.25447,0.23487,167.81,1.1338513513513513,57.51705098491949,70.59860615974003,33.21302736807848
1130360228_4,58324.8457639,0,0.3315427505012853,0.2,430093.0,2.28885,0.246006,383.74,1.9986458333333335,58.470646869084746,91.28891583461522,33.55111204210439
1130360229_1,58325.4824421,0,0.32359412533551196,0.2,492494.0,2.35361,0.284315,443.99,2.231105527638191,64.20289113752618,90.9563643458492,36.175154212546126
1130360229_2,58325.5495949,0,0.33299406923326874,0.200003,493806.0,2.29493,0.264032,459.24,2.2962000000000002,64.04891972596836,122.6148942849114,36.176502554665525
1130360230_0,58326.6445486,0,0.3140334099099176,0.2,591931.0,2.37524,0.301116,420.37,2.1894270833333334,69.48613485183179,149.07939419015753,37.779127812118936
1130360230_2,58326.777037,0,0.3041727911528608,0.2,607447.0,2.42298,0.327796,212.07,1.2852727272727271,72.64217010947064,158.93769591557162,39.43351680596142
1130360231_0,58327.1526852,0,0.31432735209862434,0.200001,584904.0,2.36922,0.30635,551.84,2.7592000000000003,70.74691358536003,119.37053083086805,38.82566084777187
1130360231_1,58327.7968287,0,0.3207063202896963,0.2,510473.0,2.33657,0.271377,340.26,1.7721875,64.62529815727751,34.445188367478075,35.398683667937526
1130360231_2,58327.8033449,0,0.325706757000178,0.2,514704.0,2.34136,0.276689,340.06,1.8088297872340426,63.95053518878682,149.0013614701437,35.69134834456378
1130360231_3,58327.8617708,0,0.32492040196799343,0.2,499798.0,2.32943,0.265298,445.72,2.2286,64.05086397461235,43.01040634969357,35.17084771184018
1130360232_0,58328.4435185,0,0.35987852714852386,0.2,413980.0,2.17775,0.204684,337.52,1.7132994923857867,54.49717514970493,94.097801436876,31.753263255258737
1130360232_1,58328.5084491,0,0.3451156414977399,0.2,405576.0,2.20506,0.212994,172.02,1.1098064516129034,55.07008749310729,36.15565489494859,31.841736031854847
1130360232_2,58328.5097801,0,0.35951523838443467,0.2,401959.0,2.21607,0.209122,250.54,1.3117277486910994,52.992324104305276,93.76822857460267,30.69590003290907
1130360234_1,58334.5292361,0,0.4510308998637353,0.2,26074.6,1.88217,0.0266339,180.0,1.0714285714285714,8.4524649921671,16.10658085279165,5.602863091011666
1130360235_1,58335.5590856,0,0.4775874654916353,0.2,25555.0,1.80336,0.0174998,182.0,1.011111111111111,6.4537091698558715,10.721222703139713,4.100410572832138
