obsid,object,instrument,resp_file,obs_date,obs_time,time_start,source_percent,spectral_file,bg_file,background_count_rate,bg_source_ratio,exposure_time,net_source_count
94413-01-07-00,H_1743-322,PCA,xp94413010700.rsp,2009-07-04T07:36:48,07:36:48,489310547.378428,83.33006594935166,xp94413010700_s2.pha,xp94413010700_b2.pha,27.96263757322661,5.998823972318638,1056.0,118079.4547226727
94413-01-07-01,H_1743-322,PCA,xp94413010701.rsp,2009-07-07T10:48:32,10:48:32,489581485.378428,80.8386438591056,xp94413010701_s2.pha,xp94413010701_b2.pha,26.9237511229605,5.218837292344814,1392.0,120635.13843683898
94413-01-07-02,H_1743-322,PCA,xp94413010702.rsp,2009-07-09T10:00:48,10:00:48,489751187.378428,79.22797221769245,xp94413010702_s2.pha,xp94413010702_b2.pha,55.3862566331294,4.814166486199986,1248.0,194520.9517218545
95105-01-11-00,SWIFT_J1753.5-0127,PCA,xp95105011100.rsp,2010-04-22T21:51:28,21:51:28,514590636.378428,83.00165519529013,xp95105011100_s2.pha,xp95105011100_b2.pha,26.603780280430588,5.882925728879916,2288.00000000001,236351.55071837455
95108-01-02-00,MAXI_J1659-152,PCA,xp95108010200.rsp,2010-10-01T10:52:32,10:52:32,528547896.378428,95.61310302102953,xp95108010200_s2.pha,xp95108010200_b2.pha,25.49072878962252,22.795155773972255,2016.00000000001,1068648.6907601207
95108-01-03-00,MAXI_J1659-152,PCA,xp95108010300.rsp,2010-10-02T12:02:24,12:02:24,528638483.378428,95.08085860774585,xp95108010300_s2.pha,xp95108010300_b2.pha,53.6166954303626,20.328750898980786,1792.0,1761046.8817887902
95108-01-04-00,MAXI_J1659-152,PCA,xp95108010400.rsp,2010-10-02T18:31:28,18:31:28,528661831.378428,94.99591475401988,xp95108010400_s2.pha,xp95108010400_b2.pha,84.06998399853182,19.983672356567492,1024.0,1548172.3363855034
95108-01-05-00,MAXI_J1659-152,PCA,xp95108010500.rsp,2010-10-03T01:44:32,01:44:32,528687812.378428,94.78475618581894,xp95108010500_s2.pha,xp95108010500_b2.pha,28.95905114653148,19.174558958889776,911.999999999999,453591.3453543633
95108-01-06-00,MAXI_J1659-152,PCA,xp95108010600.rsp,2010-10-03T11:30:24,11:30:24,528722963.378428,95.64426602903538,xp95108010600_s2.pha,xp95108010600_b2.pha,54.95637137756717,22.958243241346096,1728.0,1990291.390259564
95108-01-07-00,MAXI_J1659-152,PCA,xp95108010700.rsp,2010-10-03T21:07:12,21:07:12,528757571.378428,95.90602450912839,xp95108010700_s2.pha,xp95108010700_b2.pha,50.68344236344565,24.42613548199574,1280.0,1454891.1937747896
95108-01-08-00,MAXI_J1659-152,PCA,xp95108010800.rsp,2010-10-04T02:51:12,02:51:12,528778217.378428,95.4796127970469,xp95108010800_s2.pha,xp95108010800_b2.pha,54.395065270077275,22.121998738221272,3199.9999999999,3502519.791135758
95108-01-09-00,MAXI_J1659-152,PCA,xp95108010900.rsp,2010-10-04T11:01:04,11:01:04,528807610.378428,95.61533094176876,xp95108010900_s2.pha,xp95108010900_b2.pha,28.37609315467853,22.80673835857057,2048.0,1209167.7612192184
95108-01-10-00,MAXI_J1659-152,PCA,xp95108011000.rsp,2010-10-04T17:32:16,17:32:16,528831080.378428,95.49409811226657,xp95108011000_s2.pha,xp95108011000_b2.pha,27.40328508898666,22.193115272268457,1184.0,655175.5104546398
95108-01-11-00,MAXI_J1659-152,PCA,xp95108011100.rsp,2010-10-05T13:47:12,13:47:12,528903979.378428,95.14213594646324,xp95108011100_s2.pha,xp95108011100_b2.pha,29.616428277595848,20.585178773620704,1696.0,933523.5376411974
95108-01-12-00,MAXI_J1659-152,PCA,xp95108011200.rsp,2010-10-05T20:05:52,20:05:52,528926713.378428,95.53093443533227,xp95108011200_s2.pha,xp95108011200_b2.pha,25.46237450503485,22.3760422739367,1552.0,805212.3947681859
95108-01-13-00,MAXI_J1659-152,PCA,xp95108011300.rsp,2010-10-06T10:01:36,10:01:36,528976835.378428,95.69625190317349,xp95108011300_s2.pha,xp95108011300_b2.pha,27.506674508570658,23.23556066716309,2256.00000000001,1317773.9423086643
95108-01-14-00,MAXI_J1659-152,PCA,xp95108011400.rsp,2010-10-06T18:07:44,18:07:44,529006023.378428,95.5547773214105,xp95108011400_s2.pha,xp95108011400_b2.pha,25.70170147014483,22.49606087939125,1296.0,682711.5948946923
95108-01-15-00,MAXI_J1659-152,PCA,xp95108011500.rsp,2010-10-07T01:25:20,01:25:20,529032260.378428,95.31017685999498,xp95108011500_s2.pha,xp95108011500_b2.pha,27.44485146546292,21.322765702395547,3216.00000000001,1705478.357687071
95108-01-16-00,MAXI_J1659-152,PCA,xp95108011600.rsp,2010-10-07T09:32:16,09:32:16,529061475.378428,95.63706404928007,xp95108011600_s2.pha,xp95108011600_b2.pha,28.36544660467986,22.920345640989563,2336.0,1386217.3167314678
95108-01-17-00,MAXI_J1659-152,PCA,xp95108011700.rsp,2010-10-07T16:02:24,16:02:24,529084884.378428,96.24845708405506,xp95108011700_s2.pha,xp95108011700_b2.pha,26.73497849370363,26.655699332393738,1488.0,980844.352001369
95108-01-18-01,MAXI_J1659-152,PCA,xp95108011801.rsp,2010-10-08T00:02:24,00:02:24,529113731.378428,96.25811321289703,xp95108011801_s2.pha,xp95108011801_b2.pha,54.94879939537828,26.724485717918174,911.999999999999,1239025.694951415
95108-01-20-00,MAXI_J1659-152,PCA,xp95108012000.rsp,2010-10-09T00:54:24,00:54:24,529203209.378428,95.43955322607088,xp95108012000_s2.pha,xp95108012000_b2.pha,28.232528624846232,21.927676159203077,1776.00000000001,999193.0291622728
95108-01-21-00,MAXI_J1659-152,PCA,xp95108012100.rsp,2010-10-09T11:46:24,11:46:24,529242337.378428,96.06921023953602,xp95108012100_s2.pha,xp95108012100_b2.pha,29.035365329321174,25.44018024209879,2192.0,1491862.479198128
95108-01-22-00,MAXI_J1659-152,PCA,xp95108012200.rsp,2010-10-10T03:08:48,03:08:48,529297667.378428,95.53609149577514,xp95108012200_s2.pha,xp95108012200_b2.pha,26.303710773417396,22.401892849137674,3248.00000000001,1743024.54740794
95108-01-23-00,MAXI_J1659-152,PCA,xp95108012300.rsp,2010-10-10T16:08:16,16:08:16,529344435.378428,94.8596632776192,xp95108012300_s2.pha,xp95108012300_b2.pha,50.89599099288779,19.453978484445294,1760.0,1563474.0558525175
95108-01-24-00,MAXI_J1659-152,PCA,xp95108012400.rsp,2010-10-11T04:14:24,04:14:24,529388016.378428,95.28593594430662,xp95108012400_s2.pha,xp95108012400_b2.pha,25.614949114801824,21.213118620911715,3248.00000000001,1598480.6452751234
95108-01-25-00,MAXI_J1659-152,PCA,xp95108012500.rsp,2010-10-11T15:38:08,15:38:08,529429038.378428,95.11270803137069,xp95108012500_s2.pha,xp95108012500_b2.pha,25.611408612368347,20.46122896726505,1872.00000000001,885115.4430776462
95108-01-26-00,MAXI_J1659-152,PCA,xp95108012600.rsp,2010-10-12T00:39:28,00:39:28,529461507.378428,95.10145360023698,xp95108012600_s2.pha,xp95108012600_b2.pha,53.08066698178379,20.414219206913618,3247.99999999989,3174721.993643172
95108-01-27-00,MAXI_J1659-152,PCA,xp95108012700.rsp,2010-10-12T16:37:20,16:37:20,529518979.378428,96.54804009291097,xp95108012700_s2.pha,xp95108012700_b2.pha,48.56235178295922,28.96905024726318,2240.0,2933684.3320061713
95108-01-28-00,MAXI_J1659-152,PCA,xp95108012800.rsp,2010-10-13T09:47:28,09:47:28,529580787.378428,95.71225620501616,xp95108012800_s2.pha,xp95108012800_b2.pha,60.925162313671514,23.322289012927616,2656.0,3450313.7688948885
95108-01-30-00,MAXI_J1659-152,PCA,xp95108013000.rsp,2010-10-14T21:40:32,21:40:32,529709973.378428,94.37293274938664,xp95108013000_s2.pha,xp95108013000_b2.pha,26.719802035175455,17.771246645239543,3280.00000000001,1382207.0493246242
95118-01-01-00,MAXI_J1659-152,PCA,xp95118010100.rsp,2010-10-15T05:32:32,05:32:32,529738305.378428,94.46876698607362,xp95118010100_s2.pha,xp95118010100_b2.pha,28.337912346440756,18.079151564980663,3280.00000000001,1494530.647503674
95118-01-01-01,MAXI_J1659-152,PCA,xp95118010101.rsp,2010-10-15T16:29:52,16:29:52,529777732.378428,95.95924127602633,xp95118010101_s2.pha,xp95118010101_b2.pha,25.77419331228898,24.747827532167115,3280.00000000001,1923086.645935692
95118-01-02-00,MAXI_J1659-152,PCA,xp95118010200.rsp,2010-10-16T03:26:24,03:26:24,529817275.378428,95.70100086742201,xp95118010200_s2.pha,xp95118010200_b2.pha,52.01244941653049,23.26122823384537,3215.9999999999,3556408.962676443
95118-01-07-00,MAXI_J1659-152,PCA,xp95118010700.rsp,2010-10-21T16:56:32,16:56:32,530297732.378428,94.35120693844463,xp95118010700_s2.pha,xp95118010700_b2.pha,26.833390739524443,17.702896691433303,3056.00000000001,1287682.157900013
95118-01-09-00,MAXI_J1659-152,PCA,xp95118010900.rsp,2010-10-22T19:32:48,19:32:48,530393509.378428,93.55080815672814,xp95118010900_s2.pha,xp95118010900_b2.pha,27.89139352509266,15.505818780119768,1840.0,693120.8359138295
95118-01-10-00,MAXI_J1659-152,PCA,xp95118011000.rsp,2010-10-24T06:03:44,06:03:44,530517764.378428,93.43555599270768,xp95118011000_s2.pha,xp95118011000_b2.pha,27.986190211507218,15.233582598756549,1088.0,402949.02504988015
95118-01-12-00,MAXI_J1659-152,PCA,xp95118011200.rsp,2010-10-26T00:49:36,00:49:36,530671721.378428,92.89487563295052,xp95118011200_s2.pha,xp95118011200_b2.pha,26.51054925869144,14.074348995741298,832.000000000001,266321.2230167687
95118-01-16-01,MAXI_J1659-152,PCA,xp95118011601.rsp,2010-11-01T05:25:36,05:25:36,531206678.378428,89.44904344196607,xp95118011601_s2.pha,xp95118011601_b2.pha,24.89067049883306,9.477813641821502,1408.0,262067.93593764305
95118-01-17-00,MAXI_J1659-152,PCA,xp95118011700.rsp,2010-11-02T00:26:24,00:26:24,531275134.378428,87.7846014128272,xp95118011700_s2.pha,xp95118011700_b2.pha,54.57771452802366,8.186388621408428,1680.0,567233.4395929202
95118-01-17-01,MAXI_J1659-152,PCA,xp95118011701.rsp,2010-11-03T01:20:48,01:20:48,531364787.378428,86.64582961268972,xp95118011701_s2.pha,xp95118011701_b2.pha,53.6799054142638,7.488297445644723,1408.0,414812.69317671657
95118-01-18-00,MAXI_J1659-152,PCA,xp95118011800.rsp,2010-11-04T01:22:08,01:22:08,531451267.378428,85.75579978564988,xp95118011800_s2.pha,xp95118011800_b2.pha,26.674593686462998,7.020401180492841,752.000000000001,100705.7055477798
95118-01-19-00,MAXI_J1659-152,PCA,xp95118011900.rsp,2010-11-05T00:25:52,00:25:52,531534296.378428,85.29695971831602,xp95118011900_s2.pha,xp95118011900_b2.pha,50.94483094099138,6.80131442777675,2320.0,567476.9922169
95118-01-20-00,MAXI_J1659-152,PCA,xp95118012000.rsp,2010-11-06T04:39:12,04:39:12,531635891.378428,84.96435185483577,xp95118012000_s2.pha,xp95118012000_b2.pha,24.64335462750054,6.650860610366305,1136.0,130200.14914315939
95118-01-21-00,MAXI_J1659-152,PCA,xp95118012100.rsp,2010-11-08T02:07:12,02:07:12,531799573.378428,83.41976029881877,xp95118012100_s2.pha,xp95118012100_b2.pha,25.481552220448584,6.031275892403157,1568.0,161069.92611833662
95358-01-02-00,MAXI_J1659-152,PCA,xp95358010200.rsp,2010-09-28T00:58:24,00:58:24,528253043.378428,95.02115787887236,xp95358010200_s2.pha,xp95358010200_b2.pha,26.70943717826532,20.084991162031777,15935.9999999976,7697724.409127228
95358-01-02-01,MAXI_J1659-152,PCA,xp95358010201.rsp,2010-09-29T02:03:44,02:03:44,528343363.378428,94.63556648540113,xp95358010201_s2.pha,xp95358010201_b2.pha,52.72502649596472,18.64129730154325,1632.0,1431937.7567585856
95358-01-02-02,MAXI_J1659-152,PCA,xp95358010202.rsp,2010-09-30T02:06:40,02:06:40,528429939.378428,95.4159734022129,xp95358010202_s2.pha,xp95358010202_b2.pha,26.644977616847374,21.814882149303855,1392.0,734930.1911573485
95358-01-03-00,MAXI_J1659-152,PCA,xp95358010300.rsp,2010-10-01T05:50:08,05:50:08,528529747.378428,95.27101596461812,xp95358010300_s2.pha,xp95358010300_b2.pha,53.198423416954306,21.146191074405806,3183.99999999991,3243054.2198404223
95358-01-03-01,MAXI_J1659-152,PCA,xp95358010301.rsp,2010-10-02T02:39:44,02:39:44,528604726.378428,94.66849997724313,xp95358010301_s2.pha,xp95358010301_b2.pha,53.38167970360686,18.756447448778392,1664.0,1488426.8849731982
95360-01-01-00,XTE_J1752-223,PCA,xp95360010100.rsp,2010-01-22T19:12:32,19:12:32,506805091.378428,97.00776673336544,xp95360010100_s2.pha,xp95360010100_b2.pha,27.127394576745157,33.41985436599089,2336.0,1991063.4062687233
95360-01-01-02,XTE_J1752-223,PCA,xp95360010102.rsp,2010-01-24T16:28:32,16:28:32,506968054.378428,96.7743338897758,xp95360010102_s2.pha,xp95360010102_b2.pha,53.316871223252406,31.001348739423552,3215.9999999999,4972775.942146026
95360-01-11-00,XTE_J1752-223,PCA,xp95360011100.rsp,2010-04-02T18:30:24,18:30:24,512850570.378428,85.64100476948813,xp95360011100_s2.pha,xp95360011100_b2.pha,53.241448557318805,6.964275591338521,2464.0,651248.0707547665
95360-14-01-00,H_1743-322,PCA,xp95360140100.rsp,2010-08-10T09:45:04,09:45:04,524051043.378428,90.7019191393147,xp95360140100_s2.pha,xp95360140100_b2.pha,26.668487696903696,10.754907544719881,3216.00000000001,750872.1435667574
95360-14-02-00,H_1743-322,PCA,xp95360140200.rsp,2010-08-12T05:37:20,05:37:20,524209317.378428,91.0072945731763,xp95360140200_s2.pha,xp95360140200_b2.pha,52.192664860956434,11.120124062077807,3087.99999999993,1469899.0509093702
95360-14-02-01,H_1743-322,PCA,xp95360140201.rsp,2010-08-11T02:08:32,02:08:32,524110051.378428,90.97503306934486,xp95360140201_s2.pha,xp95360140201_b2.pha,25.302613538254654,11.08037301060125,735.999999999999,169101.2764358446
95360-14-02-02,H_1743-322,PCA,xp95360140202.rsp,2010-08-15T04:54:24,04:54:24,524465603.378428,91.26614370455636,xp95360140202_s2.pha,xp95360140202_b2.pha,29.011110942779666,11.449696058334377,960.000000000002,263180.33349493146
95360-14-02-03,H_1743-322,PCA,xp95360140203.rsp,2010-08-14T00:34:24,00:34:24,524363603.378428,91.8582282205259,xp95360140203_s2.pha,xp95360140203_b2.pha,48.86954834607498,12.282338870282032,1312.0,659271.1525699496
95360-14-03-00,H_1743-322,PCA,xp95360140300.rsp,2010-08-13T06:46:24,06:46:24,524299523.378428,90.97996976430966,xp95360140300_s2.pha,xp95360140300_b2.pha,27.333139370278474,11.08643733857136,3232.00000000001,802702.2935552597
95360-14-03-01,H_1743-322,PCA,xp95360140301.rsp,2010-08-16T01:21:20,01:21:20,524539221.378428,93.37849868459335,xp95360140301_s2.pha,xp95360140301_b2.pha,48.49055432812412,15.102315205665503,783.999999999999,498105.40540675074
95360-14-04-00,H_1743-322,PCA,xp95360140400.rsp,2010-08-17T03:28:00,03:28:00,524633219.378428,95.29178928595078,xp95360140400_s2.pha,xp95360140400_b2.pha,27.053707121397814,21.239491193884245,2816.0,1465726.7607461438
95360-14-23-01,H_1743-322,PCA,xp95360142301.rsp,2010-09-18T02:47:28,02:47:28,527395819.378428,81.79283576247951,xp95360142301_s2.pha,xp95360142301_b2.pha,26.890871218899548,5.492343491575946,1056.0,99171.23999284208
95360-14-24-00,H_1743-322,PCA,xp95360142400.rsp,2010-09-19T15:11:28,15:11:28,527526631.378428,80.52472115806844,xp95360142400_s2.pha,xp95360142400_b2.pha,25.259970610748123,5.134714671437382,1328.0,105154.75902892649
95368-01-01-00,H1743-322,PCA,xp95368010100.rsp,2010-08-09T05:44:00,05:44:00,523950179.378428,89.4407216962075,xp95368010100_s2.pha,xp95368010100_b2.pha,26.860615897388666,9.470344196163836,5679.99999999997,1139737.7017028332
95405-01-01-01,H_1743-322,PCA,xp95405010101.rsp,2010-01-21T13:47:28,13:47:28,506699187.378428,92.14620096299508,xp95405010101_s2.pha,xp95405010101_b2.pha,26.044205479259883,12.732691469291202,816.000000000002,228091.92832892388
95405-01-02-00,H_1743-322,PCA,xp95405010200.rsp,2010-01-23T09:36:32,09:36:32,506856931.378428,90.53824804291646,xp95405010200_s2.pha,xp95405010200_b2.pha,59.6568935413055,10.56886720911501,1264.0,646146.6865637898
95405-01-02-02,H_1743-322,PCA,xp95405010202.rsp,2010-01-28T16:10:08,16:10:08,507312555.378428,86.21091948172871,xp95405010202_s2.pha,xp95405010202_b2.pha,26.033447639811385,7.2521151694991195,1488.0,203455.22991196066
95405-01-02-04,H_1743-322,PCA,xp95405010204.rsp,2010-01-22T17:58:24,17:58:24,506800643.378428,91.49425388382151,xp95405010204_s2.pha,xp95405010204_b2.pha,27.817217107876562,11.756758153149354,1040.0,282262.0942078084
95405-01-02-05,H_1743-322,PCA,xp95405010205.rsp,2010-01-25T14:38:08,14:38:08,507047827.378428,90.47430547957434,xp95405010205_s2.pha,xp95405010205_b2.pha,25.82459902688377,10.497922202478053,2464.0,540738.1879977584
95405-01-02-06,H_1743-322,PCA,xp95405010206.rsp,2010-01-27T09:16:32,09:16:32,507201331.378428,86.6881628460742,xp95405010206_s2.pha,xp95405010206_b2.pha,27.74407907485147,7.512111126638068,1536.0,234898.09454102814
95405-01-03-00,H_1743-322,PCA,xp95405010300.rsp,2010-01-30T12:41:36,12:41:36,507472838.378428,84.82452870680096,xp95405010300_s2.pha,xp95405010300_b2.pha,25.18459558634587,6.589581177937815,1312.0,151649.81059071422
95405-01-03-01,H_1743-322,PCA,xp95405010301.rsp,2010-02-01T14:36:48,14:36:48,507652547.378428,82.74248926757811,xp95405010301_s2.pha,xp95405010301_b2.pha,53.03032717570482,5.794578462125992,2480.0,499044.78860425204
95405-01-03-02,H_1743-322,PCA,xp95405010302.rsp,2010-02-03T14:04:48,14:04:48,507823433.378428,81.52976308231422,xp95405010302_s2.pha,xp95405010302_b2.pha,25.029464930005663,5.414115717392188,1232.0,105278.69920623302
95405-01-03-04,H_1743-322,PCA,xp95405010304.rsp,2010-01-31T18:28:48,18:28:48,507580067.378428,82.54079229199785,xp95405010304_s2.pha,xp95405010304_b2.pha,55.90854178859024,5.727636767513027,1440.0,300105.69982443005
95405-01-04-01,H_1743-322,PCA,xp95405010401.rsp,2010-02-06T09:33:36,09:33:36,508066355.378428,77.97509538794529,xp95405010401_s2.pha,xp95405010401_b2.pha,49.22930015929127,4.540314782805816,1424.0,178082.47657316923
95409-01-13-01,GX_339-4,PCA,xp95409011301.rsp,2010-04-07T02:05:20,02:05:20,513223578.378428,97.15313875195582,xp95409011301_s2.pha,xp95409011301_b2.pha,25.09429913606399,35.126404586349686,1248.0,1037442.3146781921
95409-01-13-02,GX_339-4,PCA,xp95409011302.rsp,2010-04-05T15:35:12,15:35:12,513099258.378428,96.66027686240868,xp95409011302_s2.pha,xp95409011302_b2.pha,54.7987050551763,29.942601790674765,1696.0,2596946.396226421
95409-01-13-03,GX_339-4,PCA,xp95409011303.rsp,2010-04-02T08:49:04,08:49:04,512815685.378428,96.44257169863513,xp95409011303_s2.pha,xp95409011303_b2.pha,27.792783612459168,28.11019408645105,2016.00000000001,1462960.748237282
95409-01-13-04,GX_339-4,PCA,xp95409011304.rsp,2010-04-04T17:20:32,17:20:32,513019171.378428,96.5312404645195,xp95409011304_s2.pha,xp95409011304_b2.pha,28.47298201718088,28.828749579537384,2928.0,2236683.1086536944
95409-01-13-05,GX_339-4,PCA,xp95409011305.rsp,2010-04-06T18:40:32,18:40:32,513196881.378428,96.87429505643115,xp95409011305_s2.pha,xp95409011305_b2.pha,27.41043987744694,31.992783005878522,735.999999999999,605076.9162501991
95409-01-13-06,GX_339-4,PCA,xp95409011306.rsp,2010-04-08T02:58:56,02:58:56,513313075.378428,97.08776291205845,xp95409011306_s2.pha,xp95409011306_b2.pha,51.216711059678275,34.33786363550596,768.000000000001,1271991.565906167
95409-01-14-01,GX_339-4,PCA,xp95409011401.rsp,2010-04-10T05:58:40,05:58:40,513496659.378428,96.80388996544966,xp95409011401_s2.pha,xp95409011401_b2.pha,57.334332002849386,31.2880341787321,655.999999999999,1101561.6782061309
95409-01-14-02,GX_339-4,PCA,xp95409011402.rsp,2010-04-11T20:58:08,20:58:08,513637032.378428,97.2591454464329,xp95409011402_s2.pha,xp95409011402_b2.pha,51.81782733097898,36.48497140056339,1456.0,2601779.2434060946
95409-01-14-03,GX_339-4,PCA,xp95409011403.rsp,2010-04-12T16:50:08,16:50:08,513708547.378428,97.24668786534824,xp95409011403_s2.pha,xp95409011403_b2.pha,52.56995956125505,36.31989222778324,783.999999999999,1414489.151703976
95409-01-14-04,GX_339-4,PCA,xp95409011404.rsp,2010-04-14T08:04:16,08:04:16,513849795.378428,97.38344842051741,xp95409011404_s2.pha,xp95409011404_b2.pha,26.267469780459574,38.21824143813527,991.999999999998,943750.6699777842
95409-01-14-05,GX_339-4,PCA,xp95409011405.rsp,2010-04-15T18:57:36,18:57:36,513975401.378428,97.45076058272143,xp95409011405_s2.pha,xp95409011405_b2.pha,27.206705563319883,39.22738653819911,799.999999999999,810267.6355493441
95409-01-14-06,GX_339-4,PCA,xp95409011406.rsp,2010-04-13T18:24:16,18:24:16,513800602.378428,97.36157149346178,xp95409011406_s2.pha,xp95409011406_b2.pha,26.574043455919384,37.90134913725831,1584.0,1511205.7151658237
95409-01-14-07,GX_339-4,PCA,xp95409011407.rsp,2010-04-14T22:04:00,22:04:00,513900549.378428,97.40471152021732,xp95409011407_s2.pha,xp95409011407_b2.pha,26.63156162181705,38.53136203508812,3248.00000000001,3159937.687852338
95409-01-15-00,GX_339-4,PCA,xp95409011500.rsp,2010-04-16T04:42:40,04:42:40,514010510.378428,97.50939947573114,xp95409011500_s2.pha,xp95409011500_b2.pha,52.69772974997102,40.150959186582504,671.999999999999,1351035.1256080195
95409-01-15-01,GX_339-4,PCA,xp95409011501.rsp,2010-04-17T14:30:08,14:30:08,514132147.378428,97.69274009375145,xp95409011501_s2.pha,xp95409011501_b2.pha,51.27769960068748,43.34145439323011,991.999999999998,2102935.521996118
95409-01-15-02,GX_339-4,PCA,xp95409011502.rsp,2010-04-18T17:09:36,17:09:36,514228122.378428,97.94310656151065,xp95409011502_s2.pha,xp95409011502_b2.pha,25.436265419545887,48.61700568865767,1328.0,1574692.639522843
95409-01-15-06,GX_339-4,PCA,xp95409011506.rsp,2010-04-22T23:36:48,23:36:48,514596960.378428,97.82300809819847,xp95409011506_s2.pha,xp95409011506_b2.pha,75.33341014234537,45.93494349576909,1424.0,4713111.2239573
95409-01-16-05,GX_339-4,PCA,xp95409011605.rsp,2010-04-29T16:41:04,16:41:04,515176805.378428,97.59775405813002,xp95409011605_s2.pha,xp95409011605_b2.pha,51.49361489883988,41.627711075310195,2879.99999999997,5876853.389091343
95409-01-17-00,GX_339-4,PCA,xp95409011700.rsp,2010-04-30T02:45:36,02:45:36,515213075.378428,97.01874161164864,xp95409011700_s2.pha,xp95409011700_b2.pha,33.09389791651622,33.54288255950188,960.000000000002,1002121.8580001444
95409-01-17-02,GX_339-4,PCA,xp95409011702.rsp,2010-05-02T10:31:12,10:31:12,515414074.378428,97.0017865303322,xp95409011702_s2.pha,xp95409011702_b2.pha,55.25624352830382,33.353195498477874,1296.0,2245267.9083873183
95409-01-17-05,GX_339-4,PCA,xp95409011705.rsp,2010-05-05T17:15:12,17:15:12,515697255.378428,97.34322002139386,xp95409011705_s2.pha,xp95409011705_b2.pha,25.589830253182534,37.63954892962727,2464.0,2247192.658256158
95409-01-17-06,GX_339-4,PCA,xp95409011706.rsp,2010-05-06T05:32:00,05:32:00,515741459.378428,97.15126735512511,xp95409011706_s2.pha,xp95409011706_b2.pha,52.570279356276025,35.103329257629255,1216.0,2116145.5403027683
95409-01-18-00,GX_339-4,PCA,xp95409011800.rsp,2010-05-07T05:03:28,05:03:28,515826148.378428,97.14994247814923,xp95409011800_s2.pha,xp95409011800_b2.pha,53.99763705748288,35.08701113339711,1152.0,2058186.7221097797
95409-01-18-05,GX_339-4,PCA,xp95409011805.rsp,2010-05-11T06:17:52,06:17:52,516176211.378428,96.68498918260946,xp95409011805_s2.pha,xp95409011805_b2.pha,55.37382644920084,30.16581408283802,527.999999999999,823494.619634822
95409-01-19-00,GX_339-4,PCA,xp95409011900.rsp,2010-05-14T07:03:44,07:03:44,516438168.378428,96.35782090725658,xp95409011900_s2.pha,xp95409011900_b2.pha,29.154312957942984,27.456090832885604,896.000000000001,664970.735589683
96371-02-01-00,MAXI_J1543-564,PCA,xp96371020100.rsp,2011-05-10T02:08:16,02:08:16,547610838.378428,76.52930620796322,xp96371020100_s2.pha,xp96371020100_b2.pha,25.37174674133563,4.260632467282597,816.000000000002,46802.654659070075
96371-02-01-01,MAXI_J1543-564,PCA,xp96371020101.rsp,2011-05-11T02:01:52,02:01:52,547696851.378428,76.34325122662841,xp96371020101_s2.pha,xp96371020101_b2.pha,53.02477485810096,4.227123556072152,1200.0,141711.27017027885
96371-02-01-02,MAXI_J1543-564,PCA,xp96371020102.rsp,2011-05-12T01:35:12,01:35:12,547781651.378428,79.07217217603667,xp96371020102_s2.pha,xp96371020102_b2.pha,51.33986846399291,4.778326773383303,3631.99999999981,518064.59773878753
96371-02-02-00,MAXI_J1543-564,PCA,xp96371020200.rsp,2011-05-13T02:17:20,02:17:20,547870579.378428,80.13406293538151,xp96371020200_s2.pha,xp96371020200_b2.pha,55.102776862903696,5.033741910825911,735.999999999999,123035.35622890294
96371-02-02-01,MAXI_J1543-564,PCA,xp96371020201.rsp,2011-05-13T21:13:04,21:13:04,547938723.378428,82.64529058406971,xp96371020201_s2.pha,xp96371020201_b2.pha,48.61242233418942,5.7621247122817145,1264.0,231167.89816958457
96409-01-04-04,GX_339-4,PCA,xp96409010404.rsp,2011-01-24T22:44:32,22:44:32,538526613.378428,85.09715284644317,xp96409010404_s2.pha,xp96409010404_b2.pha,74.20576996211977,6.710127197146569,975.999999999999,341130.1685169712
96409-01-05-02,GX_339-4,PCA,xp96409010502.rsp,2011-02-01T12:04:00,12:04:00,539179379.378428,81.05958367134266,xp96409010502_s2.pha,xp96409010502_b2.pha,27.644796264556742,5.279714989617065,1536.0,139264.59293764085
