obsid,object,instrument,resp_file,obs_date,obs_time,time_start,source_percent,spectral_file,bg_file,background_count_rate,bg_source_ratio,exposure_time,net_source_count
80144-01-01-00,XTE_J1746-319,PCA,xp80144010100.rsp,2003-05-27T19:49:20,19:49:20,296682510.37843,98.82187492537778,xp80144010100_s2.pha,xp80144010100_b2.pha,25.807707872718144,84.88063122845158,2080.0,4449034.967624746
80144-01-01-01,XTE_J1746-319,PCA,xp80144010101.rsp,2003-05-28T00:45:36,00:45:36,296700275.37843,98.77739961812296,xp80144010101_s2.pha,xp80144010101_b2.pha,25.13644841264089,81.79287482838127,1376.0,2759856.246984206
80144-01-01-02,XTE_J1746-319,PCA,xp80144010102.rsp,2003-05-29T00:22:24,00:22:24,296785283.37843,98.82356619133942,xp80144010102_s2.pha,xp80144010102_b2.pha,50.122369665727774,85.00265740735131,1584.0,6589899.166449487
80144-01-02-00,XTE_J1746-319,PCA,xp80144010200.rsp,2003-05-30T22:02:24,22:02:24,296949685.37843,98.62403471079472,xp80144010200_s2.pha,xp80144010200_b2.pha,51.71924307256113,72.67625192620723,1952.0,7135189.037522361
80144-01-02-01,XTE_J1746-319,PCA,xp80144010201.rsp,2003-05-31T01:20:48,01:20:48,296961594.37843,98.71566927783326,xp80144010201_s2.pha,xp80144010201_b2.pha,23.923240425377365,77.86156499573077,1408.0,2555315.0774810687
80144-01-03-01,XTE_J1746-319,PCA,xp80144010301.rsp,2003-05-31T02:54:24,02:54:24,296967203.37843,98.66061499482595,xp80144010301_s2.pha,xp80144010301_b2.pha,45.07875021341788,74.66113149968058,1488.0,4873903.819682434
80146-01-01-00,XTE_J1746-319,PCA,xp80146010100.rsp,2003-04-14T05:16:16,05:16:16,292914918.37843,98.79997540953667,xp80146010100_s2.pha,xp80146010100_b2.pha,24.046235067429595,83.33162569726245,2496.0,4881475.597271696
80146-01-02-00,XTE_J1746-319,PCA,xp80146010200.rsp,2003-04-15T04:52:32,04:52:32,292999891.37843,98.52088192874103,xp80146010200_s2.pha,xp80146010200_b2.pha,93.58895574306409,67.60785493945313,2815.99999999967,17290720.500627562
80146-01-03-00,XTE_J1746-319,PCA,xp80146010300.rsp,2003-04-17T04:18:08,04:18:08,293170627.37843,97.00771927985343,xp80146010300_s2.pha,xp80146010300_b2.pha,45.59718437471782,33.41932437244781,2688.0,3850916.7684007585
80146-01-03-01,XTE_J1746-319,PCA,xp80146010301.rsp,2003-04-18T14:44:16,14:44:16,293294726.37843,97.77022460931401,xp80146010301_s2.pha,xp80146010301_b2.pha,24.254016616898753,44.847566448939645,3040.00000000001,3159245.7894846275
80146-01-11-00,XTE_J1746-319,PCA,xp80146011100.rsp,2003-04-22T16:42:24,16:42:24,293647291.37843,98.66243380261314,xp80146011100_s2.pha,xp80146011100_b2.pha,73.4433864287052,74.76265488419548,3119.9999999997,16673079.634342462
80146-01-12-00,XTE_J1746-319,PCA,xp80146011200.rsp,2003-04-22T23:03:28,23:03:28,293670147.37843,98.65212676695101,xp80146011200_s2.pha,xp80146011200_b2.pha,24.132938776644025,74.19095323511432,3408.0,5937348.944649197
80146-01-15-00,XTE_J1746-319,PCA,xp80146011500.rsp,2003-04-25T12:45:36,12:45:36,293892277.37843,98.5837277130419,xp80146011500_s2.pha,xp80146011500_b2.pha,71.03499331086532,70.60789151977374,1696.0,8265559.651344772
80146-01-16-00,XTE_J1746-319,PCA,xp80146011600.rsp,2003-04-26T21:44:16,21:44:16,294011116.37843,98.25558154206685,xp80146011600_s2.pha,xp80146011600_b2.pha,24.589966558106976,57.32569472951106,6687.99999999974,9098736.303659387
80146-01-26-00,XTE_J1746-319,PCA,xp80146012600.rsp,2003-05-04T14:26:08,14:26:08,294675907.37843,98.92564198197451,xp80146012600_s2.pha,xp80146012600_b2.pha,24.555615679256505,93.07884180339198,2640.0,5904352.174606763
80146-01-27-00,XTE_J1746-319,PCA,xp80146012700.rsp,2003-05-05T20:23:12,20:23:12,294783989.37843,98.88825496974216,xp80146012700_s2.pha,xp80146012700_b2.pha,25.45257896311693,89.94868182752994,6415.9999999998,14362349.253372647
80146-01-29-00,XTE_J1746-319,PCA,xp80146012900.rsp,2003-05-07T13:26:56,13:26:56,294931562.37843,98.50446468354107,xp80146012900_s2.pha,xp80146012900_b2.pha,24.328471164164654,66.86568942870302,2464.0,3888396.6470514983
80146-01-30-00,XTE_J1746-319,PCA,xp80146013000.rsp,2003-05-08T19:24:16,19:24:16,295039519.37843,98.11334728578193,xp80146013000_s2.pha,xp80146013000_b2.pha,25.4985510900044,53.003925548346196,6463.99999999979,8406601.365754217
80146-01-31-00,XTE_J1746-319,PCA,xp80146013100.rsp,2003-05-09T12:48:16,12:48:16,295102035.37843,98.25341865177919,xp80146013100_s2.pha,xp80146013100_b2.pha,69.97964876805065,57.25470508537564,2335.99999999988,9032622.540477842
80146-01-32-00,XTE_J1746-319,PCA,xp80146013200.rsp,2003-05-10T17:10:24,17:10:24,295204283.37843,98.06836429423691,xp80146013200_s2.pha,xp80146013200_b2.pha,24.991979704173527,51.76959594485001,3216.00000000001,4000191.7932713777
80146-01-33-00,XTE_J1746-319,PCA,xp80146013300.rsp,2003-05-11T15:32:16,15:32:16,295284798.37843,98.44414296279858,xp80146013300_s2.pha,xp80146013300_b2.pha,25.107947661660226,64.27325750949039,2320.0,3627444.5614249483
80146-01-33-01,XTE_J1746-319,PCA,xp80146013301.rsp,2003-05-11T08:59:28,08:59:28,295261107.37843,98.41355501418838,xp80146013301_s2.pha,xp80146013301_b2.pha,24.738287353720132,63.03401687064532,1552.0,2343329.1780270264
80146-01-34-00,XTE_J1746-319,PCA,xp80146013400.rsp,2003-05-12T17:52:16,17:52:16,295380367.37843,97.7500038264712,xp80146013400_s2.pha,xp80146013400_b2.pha,25.61209412351781,44.444520029189256,6463.99999999979,7026969.423585586
80146-01-35-00,XTE_J1746-319,PCA,xp80146013500.rsp,2003-05-12T23:22:24,23:22:24,295399283.37843,97.71266879043266,xp80146013500_s2.pha,xp80146013500_b2.pha,72.27239519479788,43.7190729448033,1440.0,4341797.750919491
80146-01-36-00,XTE_J1746-319,PCA,xp80146013600.rsp,2003-05-13T16:11:12,16:11:12,295460093.37843,97.60374758729988,xp80146013600_s2.pha,xp80146013600_b2.pha,25.34591506514891,41.73183069947092,6367.99999999981,6412828.212865137
80146-01-37-00,XTE_J1746-319,PCA,xp80146013700.rsp,2003-05-14T15:51:28,15:51:28,295545150.37843,97.58553668182955,xp80146013700_s2.pha,xp80146013700_b2.pha,25.388562394713766,41.41707154854383,6463.99999999979,6468801.332680576
80146-01-38-00,XTE_J1746-319,PCA,xp80146013800.rsp,2003-05-15T12:25:36,12:25:36,295619075.37843,97.71529820856306,xp80146013800_s2.pha,xp80146013800_b2.pha,24.956575772457747,43.76938836166685,6447.9999999998,6721529.999419197
80146-01-39-00,XTE_J1746-319,PCA,xp80146013900.rsp,2003-05-16T13:40:00,13:40:00,295709939.37843,97.50198679088989,xp80146013900_s2.pha,xp80146013900_b2.pha,25.247699009895104,40.031813937294565,6463.99999999979,6206834.873600043
80146-01-40-00,XTE_J1746-319,PCA,xp80146014000.rsp,2003-05-17T14:51:12,14:51:12,295800936.37843,96.67376401119468,xp80146014000_s2.pha,xp80146014000_b2.pha,25.524345463226975,30.06401239616099,6351.99999999982,4550036.357617587
80146-01-41-00,XTE_J1746-319,PCA,xp80146014100.rsp,2003-05-18T14:32:16,14:32:16,295886023.37843,97.5307537929003,xp80146014100_s2.pha,xp80146014100_b2.pha,25.619132556416243,40.49818916901653,6463.99999999979,6375379.927155331
80146-01-42-00,XTE_J1746-319,PCA,xp80146014200.rsp,2003-05-19T11:04:16,11:04:16,295959795.37843,97.62236933335309,xp80146014200_s2.pha,xp80146014200_b2.pha,25.45003516655406,42.05867690166826,6463.99999999979,6590013.9726834
80146-01-43-00,XTE_J1746-319,PCA,xp80146014300.rsp,2003-05-20T13:54:56,13:54:56,296056435.37843,97.7092373609252,xp80146014300_s2.pha,xp80146014300_b2.pha,25.77301031661446,43.653584310414715,3248.00000000001,3486852.262491636
80146-01-43-01,XTE_J1746-319,PCA,xp80146014301.rsp,2003-05-20T12:43:44,12:43:44,296052163.37843,97.96591776555142,xp80146014301_s2.pha,xp80146014301_b2.pha,45.94557714306385,49.162220831798955,1472.0,3189670.11044541
80146-01-44-00,XTE_J1746-319,PCA,xp80146014400.rsp,2003-05-21T13:35:28,13:35:28,296141668.37843,97.72946438375891,xp80146014400_s2.pha,xp80146014400_b2.pha,25.859382309207586,44.04247142599421,3248.00000000001,3531200.7262596935
80146-01-45-00,XTE_J1746-319,PCA,xp80146014500.rsp,2003-05-22T13:12:16,13:12:16,296226823.37843,97.63344119284022,xp80146014500_s2.pha,xp80146014500_b2.pha,26.192346751006028,42.25544689506985,6495.99999999979,6849282.51550547
80146-01-46-00,XTE_J1746-319,PCA,xp80146014600.rsp,2003-05-23T16:07:28,16:07:28,296323587.37843,97.76927984441919,xp80146014600_s2.pha,xp80146014600_b2.pha,25.659133837360123,44.82857240063046,3120.0,3428705.5024274364
80146-01-47-00,XTE_J1746-319,PCA,xp80146014700.rsp,2003-05-24T10:58:08,10:58:08,296391811.37843,98.23287140531511,xp80146014700_s2.pha,xp80146014700_b2.pha,26.35218512181141,56.58897733915696,6303.99999999983,9068548.824992105
80146-01-48-00,XTE_J1746-319,PCA,xp80146014800.rsp,2003-05-25T12:14:08,12:14:08,296482390.37843,98.77594013639192,xp80146014800_s2.pha,xp80146014800_b2.pha,26.30950084509767,81.69535083458878,6543.99999999978,13721098.626469687
80146-01-49-00,XTE_J1746-319,PCA,xp80146014900.rsp,2003-05-26T10:18:24,10:18:24,296562016.37843,98.80293185065915,xp80146014900_s2.pha,xp80146014900_b2.pha,26.643489392036827,83.5374327310135,6559.99999999977,14251217.709588245
80146-01-50-00,XTE_J1746-319,PCA,xp80146015000.rsp,2003-05-27T06:58:08,06:58:08,296636234.37843,99.01071635985761,xp80146015000_s2.pha,xp80146015000_b2.pha,25.507498665105746,101.08324442280983,6191.99999999985,15649448.568265669
80146-01-51-00,XTE_J1746-319,PCA,xp80146015100.rsp,2003-05-29T10:40:16,10:40:16,296823187.37843,98.36686441717248,xp80146015100_s2.pha,xp80146015100_b2.pha,26.542224563570848,61.231903248881004,3328.00000000001,5232103.476652436
80146-01-51-01,XTE_J1746-319,PCA,xp80146015101.rsp,2003-05-29T12:29:04,12:29:04,296828885.37843,98.47825998108563,xp80146015101_s2.pha,xp80146015101_b2.pha,25.944776669066197,65.71424734649543,3328.00000000001,5501356.783245347
80146-01-52-00,XTE_J1746-319,PCA,xp80146015200.rsp,2003-05-30T05:52:00,05:52:00,296891464.37843,98.7820974894051,xp80146015200_s2.pha,xp80146015200_b2.pha,47.38217298264697,82.10837824051667,3343.99999999987,12692851.013546035
80146-01-52-01,XTE_J1746-319,PCA,xp80146015201.rsp,2003-06-02T11:11:12,11:11:12,297169815.37843,98.64279033093979,xp80146015201_s2.pha,xp80146015201_b2.pha,48.72539983767246,73.68058324344547,3423.99999999985,11958885.230955817
80146-01-53-00,XTE_J1746-319,PCA,xp80146015300.rsp,2003-05-31T05:47:12,05:47:12,296977573.37843,98.71073416729844,xp80146015300_s2.pha,xp80146015300_b2.pha,24.508190967759433,77.56352294736453,2464.0,4563143.817455441
80146-01-53-01,XTE_J1746-319,PCA,xp80146015301.rsp,2003-05-31T04:32:16,04:32:16,296973075.37843,98.609737035999,xp80146015301_s2.pha,xp80146015301_b2.pha,23.805908883755084,71.92883834883514,1296.0,2157476.5420866534
80146-01-54-00,XTE_J1746-319,PCA,xp80146015400.rsp,2003-06-01T13:38:24,13:38:24,297092447.37843,98.61341292821638,xp80146015400_s2.pha,xp80146015400_b2.pha,24.690978734196555,72.11952428733251,5440.00000000001,9418379.07568597
80146-01-55-00,XTE_J1746-319,PCA,xp80146015500.rsp,2003-06-02T06:31:28,06:31:28,297153027.37843,98.64998287501861,xp80146015500_s2.pha,xp80146015500_b2.pha,48.115252919270716,74.07313444366712,3103.99999999992,10764104.254938588
80146-01-56-00,XTE_J1746-319,PCA,xp80146015600.rsp,2003-06-03T14:04:32,14:04:32,297266995.37843,98.69205698855552,xp80146015600_s2.pha,xp80146015600_b2.pha,24.14364111833377,76.45593051455752,2912.0,5234719.717063412
80146-01-58-00,XTE_J1746-319,PCA,xp80146015800.rsp,2003-06-05T11:49:04,11:49:04,297431291.37843,98.51642175625005,xp80146015800_s2.pha,xp80146015800_b2.pha,46.9312384446887,67.40460128832623,3391.99999999986,10411808.239195623
80146-01-59-00,XTE_J1746-319,PCA,xp80146015900.rsp,2003-06-06T05:08:48,05:08:48,297493673.37843,98.61193707282223,xp80146015900_s2.pha,xp80146015900_b2.pha,25.639307828829956,72.042843333711,6559.99999999977,11780776.140642881
80146-01-60-00,XTE_J1746-319,PCA,xp80146016000.rsp,2003-06-07T12:40:32,12:40:32,297607270.37843,98.69480677475589,xp80146016000_s2.pha,xp80146016000_b2.pha,47.98335281769533,76.61700816850046,6831.99999999907,24461116.73354955
80146-01-62-00,XTE_J1746-319,PCA,xp80146016200.rsp,2003-06-09T10:30:56,10:30:56,297772197.37843,98.48775999946356,xp80146016200_s2.pha,xp80146016200_b2.pha,24.47767643600569,66.1270697538266,2912.0,4570913.006218351
80146-01-65-00,XTE_J1746-319,PCA,xp80146016500.rsp,2003-06-11T21:01:52,21:01:52,297982860.37843,98.54404275821177,xp80146016500_s2.pha,xp80146016500_b2.pha,24.43961046491424,68.68333569822313,4496.00000000002,7327197.511349745
80146-01-66-00,XTE_J1746-319,PCA,xp80146016600.rsp,2003-06-12T22:13:20,22:13:20,298073539.37843,98.50799912534141,xp80146016600_s2.pha,xp80146016600_b2.pha,25.018873148468824,67.02408939464114,4160.0,6767610.48770237
80146-01-67-00,XTE_J1746-319,PCA,xp80146016700.rsp,2003-06-13T12:22:24,12:22:24,298124483.37843,98.37801778072684,xp80146016700_s2.pha,xp80146016700_b2.pha,25.958583084619498,61.652956987908006,6111.99999999987,9464470.140186809
80146-01-68-00,XTE_J1746-319,PCA,xp80146016800.rsp,2003-06-14T13:41:04,13:41:04,298215603.37843,98.46096755989234,xp80146016800_s2.pha,xp80146016800_b2.pha,25.695296679138135,64.97588835294725,6543.99999999978,10589396.978531726
80146-01-69-00,XTE_J1746-319,PCA,xp80146016900.rsp,2003-06-15T10:09:20,10:09:20,298289409.37843,98.4403710337742,xp80146016900_s2.pha,xp80146016900_b2.pha,25.555950238074537,64.11781402213444,4928.00000000001,7823100.277226768
80417-01-01-00,4U_1630-47,PCA,xp80417010100.rsp,2003-06-04T21:56:32,21:56:32,297381339.37843,99.01084301808397,xp80417010100_s2.pha,xp80417010100_b2.pha,47.29832732771839,101.09618779245456,1792.0,8399254.397428729
90058-11-03-00,XTE_J1829-098,PCA,xp90058110300.rsp,2004-08-11T09:42:56,09:42:56,334834915.37843,61.61750336335516,xp90058110300_s2.pha,xp90058110300_b2.pha,24.568359831065344,2.605354230775265,3216.00000000001,47830.154783293605
90058-16-05-00,GRO_J1655-40,PCA,xp90058160500.rsp,2005-02-26T00:32:16,00:32:16,351995792.37843,76.17668807993006,xp90058160500_s2.pha,xp90058160500_b2.pha,47.532200620908995,4.1975691849862,2799.99999999999,292474.8382614553
90058-16-07-00,GRO_J1655-40,PCA,xp90058160700.rsp,2005-02-26T22:36:00,22:36:00,352074901.37843,77.33778566578403,xp90058160700_s2.pha,xp90058160700_b2.pha,24.49548399939176,4.412631463334876,3232.00000000001,191006.5957139656
90110-02-01-00,GX_339-4,PCA,xp90110020100.rsp,2004-08-15T09:42:08,09:42:08,335180467.37843,93.79811349391666,xp90110020100_s2.pha,xp90110020100_b2.pha,25.887095756854634,16.124126086782056,12943.9999999983,4732748.432523318
90110-02-01-02,GX_339-4,PCA,xp90110020102.rsp,2004-08-15T08:06:24,08:06:24,335174727.37843,94.10334389652407,xp90110020102_s2.pha,xp90110020102_b2.pha,48.10720435232821,16.95876412752858,3247.99999999989,2337339.8002636433
90110-02-01-03,GX_339-4,PCA,xp90110020103.rsp,2004-08-15T23:50:40,23:50:40,335231380.37843,94.7084938113903,xp90110020103_s2.pha,xp90110020103_b2.pha,74.36677349689698,18.89821091303948,1056.0,1327038.6871872768
90428-01-01-01,GRO_J1655-40,PCA,xp90428010101.rsp,2005-02-26T03:42:40,03:42:40,352006899.37843,76.28553030753889,xp90428010101_s2.pha,xp90428010101_b2.pha,48.752716702236405,4.21683475518705,3247.99999999989,351033.1761511415
90428-01-01-02,GRO_J1655-40,PCA,xp90428010102.rsp,2005-02-28T17:04:48,17:04:48,352227832.37843,77.78773007126458,xp90428010102_s2.pha,xp90428010102_b2.pha,24.386794159109392,4.502016242411709,11663.9999999986,711692.4329281822
90428-01-01-03,GRO_J1655-40,PCA,xp90428010103.rsp,2005-02-27T03:18:40,03:18:40,352091859.37843,76.7424157363574,xp90428010103_s2.pha,xp90428010103_b2.pha,25.559147972140952,4.299672694568066,3248.00000000001,190909.88738648593
90428-01-01-04,GRO_J1655-40,PCA,xp90428010104.rsp,2005-02-27T20:37:36,20:37:36,352154200.37843,76.96250856883805,xp90428010104_s2.pha,xp90428010104_b2.pha,24.67141043783391,4.340750393714036,12927.9999999983,746587.0058597252
90428-01-01-09,GRO_J1655-40,PCA,xp90428010109.rsp,2005-03-02T20:59:28,20:59:28,352414707.37843,76.41157427500853,xp90428010109_s2.pha,xp90428010109_b2.pha,25.15655984910649,4.23936727129916,12927.9999999983,728295.9942707941
90428-01-01-10,GRO_J1655-40,PCA,xp90428010110.rsp,2005-03-03T19:01:52,19:01:52,352494051.37843,79.00958277510331,xp90428010110_s2.pha,xp90428010110_b2.pha,24.631859832066546,4.764078718806515,10639.9999999988,724418.0113868415
90704-01-01-00,GX_339-4,PCA,xp90704010100.rsp,2004-08-09T10:24:32,10:24:32,334664611.37843,93.95017120382738,xp90704010100_s2.pha,xp90704010100_b2.pha,47.660632159889296,16.529393371142042,3119.99999999992,2160537.827661149
90704-01-02-00,GX_339-4,PCA,xp90704010200.rsp,2004-08-16T09:21:36,09:21:36,335265635.37843,94.73876088587582,xp90704010200_s2.pha,xp90704010200_b2.pha,25.661978203769696,19.006929324223762,3104.0,1354683.2196554989
90704-01-11-00,GX339-4,PCA,xp90704011100.rsp,2005-04-12T07:50:40,07:50:40,355909987.37843,84.54500630266699,xp90704011100_s2.pha,xp90704011100_b2.pha,53.38663826495363,6.470400568151413,1296.0,309302.9168086201
90704-04-01-00,GRO_J1655-40,PCA,xp90704040100.rsp,2005-03-10T17:45:36,17:45:36,353094307.37843,96.15813433285535,xp90704040100_s2.pha,xp90704040100_b2.pha,48.28600320195707,26.029020445767447,3231.9999999999,3749977.6376512796
90704-04-01-01,GRO_J1655-40,PCA,xp90704040101.rsp,2005-03-10T14:37:52,14:37:52,353083011.37843,95.91427384084581,xp90704040101_s2.pha,xp90704040101_b2.pha,71.66728765490062,24.475453347735296,2591.99999999983,4175076.39039851
91050-06-01-00,H_1743-322,PCA,xp91050060100.rsp,2005-08-13T08:40:16,08:40:16,366539960.37843,92.52287136063441,xp91050060100_s2.pha,xp91050060100_b2.pha,79.94581402190116,13.37411790316404,783.999999999999,712901.4818068296
91094-01-01-00,SWIFT_J1753.5-0127,PCA,xp91094010100.rsp,2005-07-02T01:01:36,01:01:36,362883635.37843,93.8630246360432,xp91094010100_s2.pha,xp91094010100_b2.pha,24.367693454377623,16.294671897709115,1552.0,540605.3397588059
91094-01-01-01,SWIFT_J1753.5-0127,PCA,xp91094010101.rsp,2005-07-04T04:26:40,04:26:40,363068741.37843,95.57809126639928,xp91094010101_s2.pha,xp91094010101_b2.pha,25.654752397346716,22.614668466612823,3216.00000000001,1700827.3162901327
91094-01-01-02,SWIFT_J1753.5-0127,PCA,xp91094010102.rsp,2005-07-04T13:58:24,13:58:24,363103043.37843,95.78151619716337,xp91094010102_s2.pha,xp91094010102_b2.pha,25.34888413519575,23.705199468291656,2992.00000000001,1646206.138667494
91094-01-01-03,SWIFT_J1753.5-0127,PCA,xp91094010103.rsp,2005-07-05T04:02:56,04:02:56,363153720.37843,95.80361112564194,xp91094010103_s2.pha,xp91094010103_b2.pha,25.639963728827414,23.830012659467254,3216.00000000001,1800061.8766480908
91094-01-01-04,SWIFT_J1753.5-0127,PCA,xp91094010104.rsp,2005-07-06T11:31:28,11:31:28,363267027.37843,96.20281116463086,xp91094010104_s2.pha,xp91094010104_b2.pha,71.68000223916691,26.335271785417635,3215.99999999968,5609837.112798862
91094-01-02-00,SWIFT_J1753.5-0127,PCA,xp91094010200.rsp,2005-07-09T11:52:00,11:52:00,363527462.37843,95.91527736316164,xp91094010200_s2.pha,xp91094010200_b2.pha,50.42090717604987,24.481466403163548,6463.99999999915,7327176.2560140565
91094-01-02-01,SWIFT_J1753.5-0127,PCA,xp91094010201.rsp,2005-07-08T17:09:20,17:09:20,363460099.37843,95.81781807761271,xp91094010201_s2.pha,xp91094010201_b2.pha,26.361759699867363,23.910963668198786,2736.00000000001,1580345.2254611626
91094-01-02-02,SWIFT_J1753.5-0127,PCA,xp91094010202.rsp,2005-07-10T11:29:04,11:29:04,363612483.37843,95.81380342271942,xp91094010202_s2.pha,xp91094010202_b2.pha,25.74615768273478,23.888032526404075,3184.0,1794288.2339381725
91094-01-02-03,SWIFT_J1753.5-0127,PCA,xp91094010203.rsp,2005-07-11T14:13:36,14:13:36,363708779.37843,95.43163188601328,xp91094010203_s2.pha,xp91094010203_b2.pha,27.11402120201213,21.88965457793027,3232.00000000001,1742980.4834750965
91110-02-05-00,XTE_J1817-330,PCA,xp91110020500.rsp,2006-01-31T18:52:48,18:52:48,381351116.378429,99.11359472693744,xp91110020500_s2.pha,xp91110020500_b2.pha,51.47490140750004,112.81521335550757,1728.0,9856861.37036784
91110-02-07-00,XTE_J1817-330,PCA,xp91110020700.rsp,2006-02-02T03:41:36,03:41:36,381469235.378429,99.08210572531273,xp91110020700_s2.pha,xp91110020700_b2.pha,25.032266162619223,108.94500898163928,3392.0,9080641.553176396
91110-02-17-00,XTE_J1817-330,PCA,xp91110021700.rsp,2006-02-12T01:18:08,01:18:08,382324627.378429,98.41900887764857,xp91110021700_s2.pha,xp91110021700_b2.pha,25.490810460597285,63.25146206467495,5807.99999999994,9068317.372844853
91110-02-18-00,XTE_J1817-330,PCA,xp91110021800.rsp,2006-02-14T02:19:12,02:19:12,382501091.378429,98.18796711528007,xp91110021800_s2.pha,xp91110021800_b2.pha,26.439969847000256,55.18663642545109,7951.99999999946,11182524.359776668
91110-02-24-00,XTE_J1817-330,PCA,xp91110022400.rsp,2006-02-20T01:36:00,01:36:00,383016899.378429,97.72541601320549,xp91110022400_s2.pha,xp91110022400_b2.pha,26.128778619155167,43.96408335790946,3888.0,4263076.308728725
91110-02-25-00,XTE_J1817-330,PCA,xp91110022500.rsp,2006-02-20T21:28:16,21:28:16,383088436.378429,97.7730731690367,xp91110022500_s2.pha,xp91110022500_b2.pha,25.657186918437233,44.90493293699426,2704.00000000001,2976616.9665725455
91110-02-29-00,XTE_J1817-330,PCA,xp91110022900.rsp,2006-02-23T17:02:40,17:02:40,383331699.378429,98.05978116466883,xp91110022900_s2.pha,xp91110022900_b2.pha,99.1239407909416,51.54057788689151,1695.99999999993,8328474.79641857
91110-02-30-00,XTE_J1817-330,PCA,xp91110023000.rsp,2006-02-24T02:19:28,02:19:28,383365114.378429,97.89331344503479,xp91110023000_s2.pha,xp91110023000_b2.pha,26.604235554535492,47.46790630258305,3199.99999999999,3870844.4462254867
91110-02-31-00,XTE_J1817-330,PCA,xp91110023100.rsp,2006-02-25T17:58:56,17:58:56,383507878.378429,97.21823841718866,xp91110023100_s2.pha,xp91110023100_b2.pha,25.258970703187515,35.948443827071756,2048.0,1756165.627999872
91404-01-01-00,GRO_J1655-40,PCA,xp91404010100.rsp,2005-03-04T00:02:24,00:02:24,352512129.37843,78.94321929777219,xp91404010100_s2.pha,xp91404010100_b2.pha,25.814900845507466,4.74906403852228,5360.0,380382.13146808
91404-01-01-01,GRO_J1655-40,PCA,xp91404010101.rsp,2005-03-06T14:40:32,14:40:32,352737580.37843,87.83817963093176,xp91404010101_s2.pha,xp91404010101_b2.pha,46.957288807058205,8.222453297726297,2016.00000000001,589054.1057649702
91404-01-01-02,GRO_J1655-40,PCA,xp91404010102.rsp,2005-03-04T21:43:12,21:43:12,352590454.37843,82.5834026726231,xp91404010102_s2.pha,xp91404010102_b2.pha,25.39151135560183,5.741649652932573,9535.99999999909,905978.547713004
91404-01-01-03,GRO_J1655-40,PCA,xp91404010103.rsp,2005-03-05T16:38:40,16:38:40,352658260.37843,84.94848328502565,xp91404010103_s2.pha,xp91404010103_b2.pha,46.406647299677736,6.643848715957819,2480.0,534453.5146967992
91404-01-01-04,GRO_J1655-40,PCA,xp91404010104.rsp,2005-03-07T03:49:36,03:49:36,352784915.37843,89.15307509911547,xp91404010104_s2.pha,xp91404010104_b2.pha,70.66649371159396,9.21920276149837,1232.0,628511.8797473162
91404-01-01-05,GRO_J1655-40,PCA,xp91404010105.rsp,2005-03-07T09:32:32,09:32:32,352805491.37843,89.72032826422556,xp91404010105_s2.pha,xp91404010105_b2.pha,71.6350734782986,9.727937094721469,847.999999999999,469445.45769040287
91423-01-01-00,SWIFT_J1753.5-0127,PCA,xp91423010100.rsp,2005-07-07T04:49:04,04:49:04,363329289.37843,95.73652883238469,xp91423010100_s2.pha,xp91423010100_b2.pha,26.137414784573803,23.45506655693725,6463.99999999979,3624881.7508325204
91423-01-01-04,SWIFT_J1753.5-0127,PCA,xp91423010104.rsp,2005-07-06T05:13:20,05:13:20,363244339.37843,95.99341990984426,xp91423010104_s2.pha,xp91423010104_b2.pha,26.086461699927273,24.958941977898377,3232.00000000001,1935701.5557858348
91423-01-02-00,SWIFT_J1753.5-0127,PCA,xp91423010200.rsp,2005-07-12T01:13:20,01:13:20,363748343.37843,95.5703180703367,xp91423010200_s2.pha,xp91423010200_b2.pha,25.64530393639387,22.57498429635577,3232.00000000001,1705370.3776775748
91423-01-02-05,SWIFT_J1753.5-0127,PCA,xp91423010205.rsp,2005-07-12T12:13:36,12:13:36,363787956.37843,95.23384555700693,xp91423010205_s2.pha,xp91423010205_b2.pha,53.474119807788824,20.9812756166587,3231.9999999999,3280502.644781232
91423-01-02-06,SWIFT_J1753.5-0127,PCA,xp91423010206.rsp,2005-07-13T21:17:04,21:17:04,363906966.37843,95.57177303952315,xp91423010206_s2.pha,xp91423010206_b2.pha,24.41037264373146,22.582401690908668,3232.00000000001,1623834.6756154597
91423-01-03-00,SWIFT_J1753.5-0127,PCA,xp91423010300.rsp,2005-07-16T01:11:12,01:11:12,364093811.37843,94.80153328512434,xp91423010300_s2.pha,xp91423010300_b2.pha,26.472982168852905,19.236441336412778,5264.00000000001,2401963.221863158
91423-01-03-02,SWIFT_J1753.5-0127,PCA,xp91423010302.rsp,2005-07-17T13:22:56,13:22:56,364224115.37843,94.84375874017954,xp91423010302_s2.pha,xp91423010302_b2.pha,25.416374329910695,19.393972267985387,3216.00000000001,1421766.940155007
91423-01-03-03,SWIFT_J1753.5-0127,PCA,xp91423010303.rsp,2005-07-18T17:41:20,17:41:20,364326019.37843,95.08958985465934,xp91423010303_s2.pha,xp91423010303_b2.pha,47.93431251842412,20.36489764401595,2304.0,2028231.3439575508
91423-01-03-04,SWIFT_J1753.5-0127,PCA,xp91423010304.rsp,2005-07-19T12:34:24,12:34:24,364394008.37843,94.66435189351625,xp91423010304_s2.pha,xp91423010304_b2.pha,50.72736722129365,18.741865656110715,3215.9999999999,2731254.7870163247
