observation_ID,gamma,kTe,nthcomp_norm,diskbb_tin,diskbb_norm,red_stat
70702-01-50-01,0.763716,8.12188E-13,2.36877,11.4130,5.03862,29.803942953020133
70702-01-51-00,0.768583,1.27756E-11,2.36858,11.3883,5.00468,29.267972413793103
70702-01-52-00,0.766191,4.95896E-03,2.36895,11.3619,5.02917,28.86437125748503
70702-01-54-00,0.766962,5.57654E-03,2.36317,10.9802,5.00234,28.453881278538812
70702-01-54-01,0.777031,1.55722E-11,2.36831,11.2104,4.94629,28.012221633085897
70703-01-01-02,0.783716,2.67160E-10,2.37682,11.3418,4.94702,27.53284480502486
70703-01-01-03,0.788768,8.57581E-12,2.38109,11.3245,4.93558,27.141395348837207
70703-01-01-04,0.792542,4.21547E-06,2.38691,11.4543,4.93863,26.758356723653993
70703-01-01-05,0.796404,6.87184E-05,2.39070,11.4339,4.93176,26.417313508064513
70703-01-01-07,0.788832,1.01323E-07,2.38769,11.0266,4.99324,26.070052277819265
70703-01-01-08,0.794925,8.53319E-11,2.39085,10.7848,4.97152,25.78148057058534
70703-01-01-10,0.795573,2.26438E-11,2.39528,10.8336,4.99577,25.410498177399756
70703-01-01-11,0.796243,5.03421E-03,2.39765,10.8232,5.00570,25.10749279538905
70703-01-01-12,0.792059,4.46149E-03,2.40025,10.8517,5.05938,24.765701400427247
70703-01-01-13,0.792801,3.48068E-07,2.40330,10.9678,5.06782,24.47280619427499
70703-01-01-14,0.772206,5.14195E-13,2.38793,10.0392,5.19206,24.191881234052424
80127-02-01-01,0.773398,8.19733E-14,2.38698,9.98211,5.18684,23.8027752293578
80127-02-02-00,0.800042,3.98569E-11,2.40265,10.5665,5.03640,23.43288727602631
80127-02-02-01,0.779280,1.15216E-13,2.38766,9.95226,5.15451,23.10145805293854
80127-02-02-02,0.781185,2.74522E-14,2.38756,9.91822,5.14566,22.76352340803195
80127-02-03-00,0.806211,3.49305E-13,2.40106,10.4348,5.00314,22.373024582967517
80127-05-05-00,0.803818,4.41201E-04,2.40282,10.4410,5.04328,22.007187839305104
80127-05-05-01,0.807333,1.81220E-11,2.40714,10.5823,5.03733,21.72847013321874
80127-05-05-02,0.807513,2.25025E-14,2.40965,10.6159,5.05696,21.409036785030832
80188-01-01-00,0.802710,3.97988E-11,2.40735,10.5242,5.09109,21.144675925925927
80188-01-01-01,0.814820,3.90837E-12,2.40965,10.6252,4.99764,20.94384503228494
80188-01-01-02,0.810707,1.32361E-12,2.40903,10.6247,5.03083,20.696309278350515
80188-01-01-03,0.819831,8.68468E-11,2.40960,10.6065,4.96003,20.48732394366197
80188-01-01-04,0.825631,2.21786E-11,2.41082,10.6684,4.91724,20.289773645917542
80188-02-01-00,0.830422,3.10354E-03,2.40956,10.7129,4.86847,20.10726435861517
80188-03-01-01,0.818242,6.53534E-14,2.39702,10.2555,4.90806,19.959373761395163
80701-01-01-00,0.842726,2.09722E-10,2.40972,10.8159,4.75956,19.835289499509322
80701-01-01-01,0.839706,8.25548E-12,2.40783,10.8060,4.76756,19.70975894245723
80701-01-01-02,0.842763,1.56126E-12,2.40811,10.8394,4.74017,19.575024070864625
80701-01-02-00,0.849338,2.83551E-09,2.40828,10.8454,4.68379,19.484395268981306
80701-01-02-01,0.828477,1.37070E-13,2.39525,10.3350,4.78493,19.381515781515784
80701-01-02-02,0.840012,2.71013E-12,2.40782,10.9002,4.74015,19.24616104868914
80701-01-08-01,0.846305,2.58890E-12,2.41044,10.9660,4.71270,18.963580705009274
80701-01-11-00,0.834507,1.49953E-12,2.40776,10.9935,4.78208,18.854054054054053
80701-01-11-01,0.834998,8.27308E-11,2.40697,10.9901,4.76786,18.757798833819244
80701-01-11-02,0.830233,1.77023E-11,2.40597,11.0455,4.79054,18.666678706880983
80701-01-12-00,0.824789,1.33159E-02,2.40540,11.1210,4.82533,18.517239527389904
80701-01-19-00,0.822570,9.47631E-11,2.40686,11.2159,4.85253,18.296593328601848
80701-01-19-01,0.813211,6.35840E-11,2.40709,11.2900,4.93178,18.07131551178333
80701-01-19-02,0.797376,5.56674E-14,2.39536,10.7577,5.01342,17.91253486750349
80701-01-19-03,0.808046,3.52950E-12,2.40848,11.4376,4.97895,17.73591427583823
80701-01-23-00,0.807685,3.29285E-11,2.40628,11.4703,4.95646,17.700993831391365
80701-01-23-01,0.796252,1.80483E-11,2.40321,11.4689,5.02518,17.636578321440705
80701-01-23-02,0.797124,1.05192E-11,2.40240,11.5446,5.00150,17.576398247978435
80701-01-26-00,0.791843,9.46490E-12,2.40231,11.7589,5.02610,17.54625793518209
80701-01-32-00,0.791318,8.21370E-09,2.40103,11.9641,4.99658,17.594615639496357
80701-01-40-01,0.792316,9.92372E-03,2.40176,11.8077,5.00030,17.43332785538209
80701-01-51-00,0.790359,2.22704E-03,2.40125,12.0554,4.98925,17.449812550937246
80701-01-52-01,0.789903,1.63203E-12,2.40301,12.1317,5.00596,17.26227970897332
80701-01-53-00,0.783232,3.01670E-13,2.40195,12.2134,5.04533,17.198861267040897
80701-01-53-01,0.720182,6.55157E-13,2.38828,11.6851,5.55160,17.05890214797136
80701-01-54-00,0.770326,2.38113E-10,2.39690,12.1808,5.10817,17.0970955011839
80701-01-54-01,0.764352,4.16093E-11,2.39571,12.2173,5.14787,17.000814408770555
80701-01-54-02,0.757977,3.23689E-11,2.39377,12.2576,5.18219,16.94930846930847
80701-01-55-00,0.728841,1.95881E-13,2.37707,11.4866,5.34713,16.963901310717038
80701-01-55-01,0.743431,8.84595E-11,2.38747,12.2821,5.24156,16.948569242540167
80701-01-55-02,0.741287,1.61059E-10,2.38791,12.5527,5.23113,17.039407744874715
80701-01-56-00,0.739862,6.04566E-08,2.38745,12.8682,5.19754,17.217829691032403
80701-01-57-00,0.741073,4.89447E-11,2.38662,13.2044,5.14773,17.30382946896036
80701-01-58-00,0.737085,1.22085E-11,2.38531,13.3550,5.15830,17.287230883444693
80701-01-58-01,0.731228,3.29376E-11,2.38233,13.3068,5.18236,17.253750921149596
80701-01-58-02,0.720110,3.94875E-12,2.37834,13.1487,5.25414,17.1938258961229
80701-01-58-03,0.720127,2.60080E-11,2.37572,13.0882,5.22869,17.14729121278141
80701-01-59-00,0.712145,1.90445E-02,2.37349,13.0432,5.28014,17.093121845710165
80701-01-59-01,0.701502,3.63617E-11,2.36974,12.8691,5.35275,17.027959914101647
80701-01-59-02,0.697613,5.05469E-11,2.36544,12.6959,5.35447,16.991115849324803
80701-01-60-00,0.699325,5.15884E-12,2.36890,12.9319,5.36015,16.833182780522232
80701-01-60-02,0.699994,5.65482E-12,2.37012,13.0344,5.36126,16.699327259985985
80701-01-61-00,0.667921,2.81721E-13,2.35670,12.1979,5.60432,16.594224077940154
80701-01-61-01,0.689691,1.40554E-12,2.36950,13.1589,5.45410,16.462114720110574
80701-01-61-02,0.661841,7.26170E-13,2.35681,12.2876,5.66531,16.365326012354153
80701-01-62-00,0.682705,1.10923E-09,2.36607,13.1599,5.48043,16.368207225630538
80701-01-62-01,0.669195,1.81112E-04,2.36023,12.9357,5.56414,16.368923493568044
80701-01-62-02,0.675687,5.89073E-10,2.35967,13.0698,5.47574,16.3710692669805
90105-01-03-00,0.644716,5.33246E-13,2.34688,12.1279,5.73269,16.205344735435595
90105-01-03-01,0.641804,1.09522E-10,2.34558,12.0755,5.76824,16.001486791450947
90105-02-01-00,0.675074,1.00580E-11,2.35926,12.9176,5.51517,15.810353468741758
90105-02-01-01,0.666566,2.49358E-02,2.35682,12.7217,5.60001,15.626916524701874
90105-02-01-02,0.675970,3.49782E-12,2.35788,12.7231,5.51944,15.476966145833334
90105-02-02-00,0.675303,1.98114E-09,2.35898,12.7143,5.54551,15.299728296027947
90105-02-03-00,0.673980,1.88208E-10,2.35771,12.6120,5.56158,15.135986114682437
90105-02-04-00,0.661451,3.31149E-08,2.35717,12.7558,5.65661,15.220924885028104
90105-02-05-00,0.663771,9.44476E-12,2.36171,13.1408,5.66444,15.06097994414826
90105-05-03-00,0.664199,5.89341E-10,2.36014,12.9987,5.65721,14.930944871956605
90105-05-03-01,0.666686,2.40365E-10,2.36038,12.9443,5.64224,14.787888665997993
90105-05-03-02,0.669565,4.46260E-10,2.36161,12.9682,5.62808,14.649532710280374
90105-05-03-03,0.639860,9.31433E-13,2.34847,12.0497,5.87390,14.527012633143425
90105-05-03-04,0.671411,1.46040E-11,2.36155,12.8434,5.62470,14.38898190323772
90105-05-03-05,0.665719,1.34079E-11,2.36006,12.7229,5.68145,14.266421928536465
90105-07-01-00,0.674624,7.88081E-11,2.35950,12.2527,5.60237,14.178421116652476
90105-07-02-00,0.671671,1.94159E-05,2.35709,11.7814,5.63383,14.082781136638452
90105-07-03-00,0.679017,3.86311E-10,2.36206,11.8923,5.59689,13.976439475898545
90105-09-02-00,0.673700,1.59424E-10,2.36167,11.9426,5.64767,13.882471024017205
90105-09-05-00,0.646180,1.02013E-12,2.35038,11.3467,5.87747,13.767454567050718
90105-09-06-00,0.663412,1.11476E-10,2.36040,12.0510,5.73211,13.777222812610699
90105-09-07-00,0.659214,8.34456E-11,2.35722,11.9738,5.74189,13.774151895762413
90105-09-08-01,0.650216,8.94934E-11,2.35478,11.9227,5.81207,13.739082740109698
90105-10-01-00,0.649036,1.16746E-11,2.35260,11.9622,5.78770,13.769242371504816
90105-10-05-00,0.613620,3.75300E-13,2.34106,11.3606,6.10821,13.691890644826392
90105-10-06-00,0.643885,3.75519E-02,2.34803,11.8761,5.79170,13.716171579309554
90105-10-07-00,0.642417,3.55552E-02,2.34605,11.8749,5.77733,13.724278709088836
90108-01-02-00,0.645389,1.76666E-02,2.35003,12.1149,5.76959,13.644273077795418
90108-01-03-00,0.646447,1.51419E-10,2.35051,12.1090,5.76321,13.564159242133753
90108-01-04-00,0.650243,9.68740E-10,2.35041,12.1311,5.71876,13.50580978017048
90108-01-05-00,0.652737,2.72064E-04,2.35112,12.1591,5.69745,13.43143335192415
90108-01-06-00,0.656776,2.57435E-11,2.35109,12.1740,5.65275,13.37138895052141
90412-01-01-00,0.648752,1.14891E-11,2.34931,11.9187,5.73159,13.301246827761227
90701-01-01-00,0.651008,7.81273E-03,2.34843,11.8574,5.70460,13.220599209833187
90701-01-01-02,0.662020,8.40789E-11,2.35029,11.9451,5.60375,13.142931994323764
90701-01-02-00,0.672403,1.26332E-02,2.35202,12.0412,5.50860,13.067958740499456
90701-01-02-01,0.675447,3.47428E-10,2.35161,12.0538,5.47436,13.000399611189113
90701-01-02-02,0.675591,2.70966E-12,2.35063,11.9865,5.46972,12.921110872367855
90701-01-02-03,0.684493,2.21589E-09,2.35220,12.0770,5.39215,12.849278614940685
90701-01-03-00,0.691274,2.62761E-10,2.35235,12.0761,5.33130,12.767254943652988
90701-01-04-00,0.693620,1.55460E-10,2.35235,12.0901,5.30843,12.7011634056055
90701-01-05-00,0.699737,5.89348E-04,2.35000,11.9814,5.23433,12.657039141414142
90701-01-06-00,0.699674,4.55194E-11,2.35330,12.1665,5.25348,12.583649115461112
90701-01-07-00,0.703707,3.30592E-05,2.35432,12.1918,5.22129,12.526484065819622
90701-01-07-01,0.705054,6.95945E-12,2.35505,12.2207,5.21247,12.46665630504611
90701-01-08-00,0.700779,5.52168E-11,2.35538,12.2085,5.25904,12.377814432989691
90701-01-18-00,0.699635,1.71732E-10,2.35568,12.2839,5.27309,12.292060724176839
90701-01-19-00,0.701062,1.51320E-03,2.35800,12.5199,5.25846,12.292784241681975
90701-01-26-00,0.699250,1.48440E-10,2.35589,12.4090,5.26232,12.24168782370265
90701-01-48-00,0.200000,4.43163E+07,2.28805,9.24514,12.4770,12.174312853678254
90701-01-50-00,0.699505,4.83899E-10,2.35698,12.4006,5.27579,12.073634992458523
90701-01-50-01,0.700728,4.04489E-08,2.35540,12.2049,5.26371,11.989593756253752
91701-01-01-00,0.704221,2.50340E-11,2.35808,12.3410,5.25114,11.8978492482326
91701-01-01-01,0.700397,3.65616E-11,2.35722,12.2366,5.29066,11.802665477606025
91701-01-02-00,0.702966,1.78986E-02,2.35864,12.2944,5.27797,11.72629918154028
91701-01-02-01,0.707275,1.86477E-11,2.35911,12.3128,5.24296,11.655338567222767
91701-01-02-02,0.709755,1.03662E-09,2.35930,12.2319,5.22991,11.565484910635805
91701-01-03-00,0.704660,3.00915E-11,2.35911,12.2116,5.28304,11.472006220839813
91701-01-03-01,0.704138,1.26321E-02,2.35493,11.9382,5.27032,11.401702621650381
91701-01-04-00,0.710498,1.17038E-10,2.35845,12.0886,5.23662,11.316137107644906
91701-01-06-00,0.708044,3.53354E-10,2.35815,12.0129,5.26105,11.256013416387159
91701-01-07-00,0.716006,4.40974E-10,2.36171,12.2048,5.20834,11.192617321632964
91701-01-14-01,0.715288,3.39027E-02,2.36174,12.1683,5.21710,11.135076893867476
91701-01-15-00,0.686053,2.24142E-11,2.34908,11.5345,5.41471,11.136215041572184
91701-01-22-00,0.707946,4.66088E-04,2.36067,12.2567,5.26311,11.092702651871356
91701-01-30-00,0.709323,2.08367E-03,2.36001,12.1987,5.25126,11.02002059153875
91701-01-30-01,0.710031,5.32117E-11,2.36218,12.3102,5.26418,10.924156884665548
91701-01-31-00,0.711556,1.28574E-10,2.36307,12.2703,5.25975,10.862342359050444
91701-01-32-00,0.711216,9.35644E-11,2.36336,12.2633,5.26860,10.793437326933727
91701-01-32-01,0.691353,1.40295E-08,2.35211,11.5029,5.40702,10.726957001102535
91701-01-33-01,0.709737,4.47711E-11,2.36146,11.7668,5.29232,10.664715566124016
91701-01-34-00,0.706461,2.44516E-12,2.36167,11.6974,5.32899,10.607055717407137
91701-01-34-01,0.707392,2.44334E-10,2.36230,11.6732,5.32651,10.554748957766902
91701-01-42-00,0.707514,9.73789E-12,2.36288,11.6398,5.33153,10.50349151930711
91701-01-42-01,0.713825,2.74817E-03,2.36407,11.6413,5.28165,10.452972875875696
91701-01-43-00,0.712617,3.86433E-06,2.36252,11.4732,5.28918,10.402432045779685
91701-01-43-01,0.705003,5.79430E-10,2.36330,11.5547,5.36478,10.34803275769984
91701-01-44-00,0.714564,4.97377E-11,2.36446,11.5866,5.28066,10.30948245303084
91701-01-44-01,0.711866,1.28242E-10,2.36340,11.5220,5.30044,10.265466737250751
91701-01-45-00,0.715343,4.70026E-04,2.36584,11.6654,5.28007,10.219386858749122
91701-01-48-00,0.707904,7.20243E-03,2.36596,11.7366,5.35057,10.16004897673605
91701-01-49-00,0.706381,5.86447E-05,2.36450,11.7231,5.34651,10.159970393591085
91701-01-50-00,0.702929,3.18848E-10,2.36245,11.6532,5.36162,10.144468527830762
91701-01-51-00,0.683037,5.46450E-13,2.35186,11.1137,5.49357,10.12443888121547
91701-01-51-01,0.700458,1.79166E-02,2.36245,11.7006,5.37937,10.078485473611828
91701-01-51-02,0.698763,8.77959E-04,2.36099,11.7111,5.37918,10.062444368366998
91701-01-54-00,0.676289,2.89931E-10,2.35091,11.1513,5.54899,10.007005283790694
91701-01-54-01,0.674778,3.16649E-13,2.35143,11.1930,5.56726,9.960225729803122
91701-01-55-00,0.699972,1.91163E-10,2.36280,11.9842,5.36023,9.985558560081122
91701-01-56-00,0.699002,6.14298E-12,2.36251,12.0620,5.35450,9.993899360484685
91701-01-57-00,0.699990,1.73789E-12,2.36227,12.0748,5.34314,9.950268141444612
91701-01-57-01,0.699548,9.58591E-11,2.36241,12.0735,5.35015,9.90035046728972
91701-01-57-02,0.697918,2.18343E-10,2.36249,12.0913,5.36812,9.847606780787768
91701-01-58-00,0.696986,1.28269E-10,2.36223,12.1074,5.37509,9.80443561734525
91701-01-58-02,0.701129,2.51141E-11,2.36361,12.1650,5.34628,9.749134662930608
91701-01-59-00,0.697937,6.63740E-10,2.36286,12.1570,5.37096,9.71292678923178
91701-01-59-01,0.669577,2.72292E-10,2.35018,11.4469,5.57939,9.684632990027792
91701-01-60-02,0.694034,1.58283E-10,2.36320,12.1863,5.41375,9.617502442201237
91701-01-64-00,0.694113,2.41550E-03,2.36041,12.0067,5.39947,9.575831036160208
91701-01-64-01,0.701938,3.93132E-10,2.36380,12.1843,5.34551,9.522044573643411
91701-01-65-00,0.703008,1.59249E-10,2.36362,12.1751,5.33631,9.474111307704682
91701-01-65-01,0.703351,1.18914E-13,2.36409,12.2024,5.33814,9.423333867350207
91701-01-66-00,0.707362,6.35620E-11,2.36213,12.0775,5.29032,9.387394287537898
91701-01-67-00,0.708015,1.88083E-11,2.36264,12.1281,5.28876,9.336824539097266
91701-01-68-00,0.707766,3.25543E-11,2.36462,12.1628,5.30808,9.280766186480925
91701-01-68-01,0.705918,4.74696E-11,2.36549,12.2088,5.33115,9.239687795648061
91701-01-68-02,0.710188,1.17221E-10,2.36672,12.2242,5.30038,9.198028899010522
91701-01-69-00,0.713158,7.18734E-11,2.36827,12.2904,5.28286,9.15531914893617
91701-01-69-01,0.707823,1.96993E-09,2.36713,12.2409,5.32607,9.121497584541062
91701-01-71-00,0.707797,1.10108E-10,2.36699,12.2356,5.33173,9.057031977646695
91701-01-71-01,0.708153,5.17632E-11,2.36749,12.1989,5.34051,8.988186175970311
91701-01-73-00,0.686530,2.54457E-13,2.35467,11.4987,5.47305,8.991851509550216
91701-01-74-00,0.711502,4.76565E-04,2.36750,12.2346,5.29892,8.960618382691422
91701-01-76-00,0.706872,4.81520E-10,2.36564,12.1157,5.33269,8.929142464078263
91701-01-76-01,0.701143,3.07563E-06,2.36646,12.2298,5.38809,8.900746155017512
91701-01-78-00,0.705141,4.08535E-10,2.36701,12.3005,5.34674,8.887242111650485
91701-01-79-00,0.703070,5.52294E-06,2.36694,12.3387,5.36167,8.867319026749282
91701-01-79-01,0.691327,3.46796E-11,2.36315,12.0984,5.45750,8.830081300813008
91701-01-80-00,0.697605,1.88867E-11,2.36706,12.4328,5.41351,8.794495275236239
92082-03-01-00,0.699762,1.16821E-10,2.37083,12.6721,5.40154,8.80846533173939
92437-01-01-00,0.691357,1.33222E-04,2.36418,12.2683,5.44466,8.792757183266339
92702-01-01-00,0.697859,5.76151E-11,2.37059,12.7758,5.41025,8.76339365173539
92702-01-01-01,0.695985,1.04713E-10,2.37035,12.7950,5.42438,8.73889463573223
92702-01-02-00,0.692286,4.01541E-10,2.36808,12.7758,5.43415,8.752098056537102
92702-01-02-01,0.689479,1.30524E-10,2.36582,12.7053,5.43869,8.75558163414992
92702-01-03-00,0.688407,6.22144E-08,2.36601,12.8234,5.43995,8.752104647763812
92702-01-05-00,0.684510,4.41318E-04,2.36549,12.8973,5.46306,8.75702635794379
92702-01-05-01,0.681943,6.57423E-12,2.36577,12.9333,5.48827,8.729853453279164
92702-01-06-00,0.200000,2.71634E-06,2.34132,12.2659,13.6625,8.653910654908197
92702-01-08-00,0.662924,1.70314E-11,2.36164,12.9423,5.62366,8.773789974070873
92702-01-08-01,0.662189,2.13096E-10,2.36267,13.0731,5.62321,8.791768336443232
92702-01-08-02,0.656850,1.68714E-03,2.36245,13.1173,5.66327,8.80946081235698
92702-01-08-03,0.649339,6.13643E-10,2.36407,13.3861,5.73640,8.818961094484823
92702-01-09-00,0.641152,1.97589E-05,2.36434,13.5135,5.80465,8.860515478557229
92702-01-20-01,0.644597,0.140125,2.36637,13.6850,5.78172,8.81691665487477
92702-01-20-02,0.644491,1.67560E-04,2.36619,13.6551,5.78585,8.7720671178793
92702-01-21-00,0.642503,6.99804E-12,2.36649,13.7029,5.80723,8.746374877054938
92702-01-21-01,0.631601,0.120100,2.36010,13.1787,5.88845,8.72637916549986
92702-01-21-02,0.641067,2.56483E-06,2.36310,13.4605,5.79767,8.703034742570113
92702-01-22-00,0.634104,1.45937E-09,2.36406,13.5405,5.88771,8.644292269187986
92702-01-22-01,0.640351,5.41206E-04,2.36278,13.4249,5.81553,8.59829569073022
92702-01-28-00,0.200000,4.82597E+07,2.31240,10.4337,12.8503,8.550069041701187
92702-01-28-01,0.635031,2.12795E-03,2.36495,13.6224,5.90001,8.488372093023257
92702-01-29-00,0.633828,1.02984E-10,2.36552,13.7846,5.91231,8.463117114646188
92702-01-30-00,0.638152,7.41294E-11,2.36658,13.8971,5.87570,8.410516605166052
92702-01-31-00,0.609884,1.89777E-11,2.35495,12.9197,6.13153,8.371329338055027
92702-01-31-01,0.640672,2.25447E-07,2.36665,13.8161,5.85785,8.326849463825166
92702-01-32-00,0.200000,4.83824E+07,2.31311,10.4740,12.9135,8.295102813852814
92702-01-32-01,0.642299,4.37196E-11,2.36738,13.7920,5.85294,8.247876499932588
92702-01-32-02,0.643845,4.72143E-11,2.36720,13.7757,5.83595,8.216312819134641
92702-01-33-00,0.646936,0.110865,2.36778,13.7856,5.80933,8.17940940136601
94701-01-10-00,0.617336,7.34662E-10,2.35611,12.8829,6.07113,8.151408168713294
94701-01-11-00,0.641682,6.95529E-11,2.36653,13.7538,5.85444,8.135665824131967
94701-01-12-00,0.643379,4.49055E-10,2.36454,13.7062,5.81130,8.14303235216123
94701-01-12-01,0.645612,2.10570E-05,2.36030,13.4228,5.75148,8.150568256904982
94701-01-13-00,0.647436,1.60379E-11,2.36305,13.7012,5.74704,8.119902528977871
94701-01-34-00,0.647815,1.42982E-03,2.36384,13.7316,5.75073,8.085223841407378
94701-01-34-01,0.651116,7.22355E-11,2.36509,13.7925,5.72535,8.053539649306465
94701-01-35-00,0.646870,1.88240E-11,2.36474,13.7120,5.77476,8.010858223555498
94701-01-46-00,0.646846,2.84365E-10,2.36567,13.7534,5.78483,7.972679407176287
96701-01-52-00,0.651330,3.35040E-05,2.36544,13.6587,5.73730,7.948762472463392
