full_ids,simpl_tin,simpl_diskbb_norm,simpl_gamma,simpl_FracScat,fit_stat,reduced_fit_stat,mjd,net_source_count_rate,source_percent,source_exposure_time,hardness_ratio,counts_ratio,source_counts,net_source_counts,bg_net_count_rate,pds_exposure
1130360227_0,0.255087,1.22527E+04,1.69674,7.78426E-02,193.42,1.0398924731182795,58322.0135995,12.77,97.1,543.6756672002381,0.4885906698272189,58.1616704333264,7498,7498,0.2412685023045783,
1130360227_1,0.200000,1.15148E+05,1.86156,3.38250E-02,162.96,0.975808383233533,58322.7264236,16.52,98.0,294.81645099323896,0.4589976270552181,84.155517712443,5184,5184,0.21145706856394092,
1130360228_1,0.200000,3.31237E+05,2.17890,2.89622E-02,396.61,1.9731840796019902,58324.25564809999,28.88,89.0,1014.3401484974302,0.3690798755653681,12.870610898445213,32553,32553,2.7035495457007417,
1130360228_4,0.200000,4.44281E+05,2.30368,2.90201E-02,383.49,1.99734375,58324.845763900004,33.81,98.4,548.600053490431,0.3315427505012853,99.46014630192906,18595,18595,0.3442546857888341,
1130360229_1,0.200000,5.07166E+05,2.37608,3.01571E-02,442.54,2.223819095477387,58325.4824421,36.68,98.4,1071.22901759483,0.323594125335512,101.58719123923572,39141,39141,0.3632510743840892,
1130360229_2,0.200000,5.07673E+05,2.31641,2.75574E-02,458.30,2.2915,58325.5495949,36.52,98.8,817.390835380065,0.33299406923326874,134.21210336646865,29794,29794,0.27362474110551466,
1130360230_0,0.200001,5.78262E+05,2.39583,2.79881E-02,408.89,2.1296354166666664,58326.644548599994,38.62,99.0,621.490892997361,0.3140334099099176,154.84453203641942,23633,23633,0.24717356459383855,
1130360230_2,0.200000,6.31222E+05,2.44340,2.83640E-02,211.81,1.2836969696969698,58326.777037,40.01,99.1,166.859001895646,0.3041727911528608,161.84934043311537,6621,6621,0.24669177057938635,
1130360231_0,0.200000,6.03129E+05,2.38571,2.71490E-02,549.78,2.7489,58327.1526852,39.8,98.7,1137.08140642685,0.31432735209862434,132.5908737658819,44486,44486,0.2973076121488932,
1130360231_1,0.200000,5.24592E+05,2.35927,2.77446E-02,339.59,1.7686979166666665,58327.7968287,35.68,95.6,389.67711899313105,0.3207063202896963,36.92670952108297,14189,14189,1.0135132726021516,
1130360231_2,0.200000,5.30820E+05,2.35885,2.77386E-02,339.63,1.8065425531914894,58327.8033449,36.69,99.0,393.632358598523,0.325706757000178,160.3366518008882,14138,14138,0.2254143177755611,
1130360231_3,0.200000,5.12830E+05,2.34130,2.72501E-02,444.82,2.2241,58327.86177080001,35.47,96.5,942.1730833157781,0.32492040196799343,45.4313961463825,33900,33900,0.8098023734007691,
1130360232_0,0.200000,4.25480E+05,2.18856,2.44785E-02,337.28,1.7120812182741116,58328.4435185,32.13,98.5,639.3542400002481,0.35987852714852386,105.88878672107106,20497,20497,0.3056466848584193,
1130360232_2,0.200000,4.20423E+05,2.22935,2.58380E-02,251.82,1.3184293193717278,58328.5097801,31.16,98.5,465.501380000729,0.3595152383844347,104.05237998714053,14429,14429,0.3007857341178816,
1130360248_0,0.200684,1.97295E+04,1.86364,8.15756E-02,257.13,1.3604761904761904,58355.44675930001,6.4910000000000005,81.0,672.762700195075,0.4762204196265429,10.018466423300264,5439,5439,0.8964466758570212,
