filename_code,MET_start,MET_end,MJD_mid,interval_time(s),ObsID(RXTE),number_PCUs,which_PCUs(string),spec_filename,spec_MJD,spec_exposure(s),PCA_crate_raw(c/s/PCU),PCA_crate_normalized(c/s/PCU),soft_color(3.6-5.0/2.2-3.6_keV),err_soft_col,hard_color(8.6-18.0/5.0-8.6_keV),err_hard_col,PDS_name,PDS_integrated_rms_(0.1_10Hz),err_PDS_rms,PDS_low_chan_PCU2_0_255,PDS_high_chan_PCU2_0_255,PDS_source_crate(c/s/PCU),sample_std_dev_PDS_source_crate(c/s/PCU),deadtime_correction,average_pointing_offset(deg)
day1710_a,147804932.4,147805348.4,51063.70764,416,30188-06-02-00,5,1234,bs.s1550_day1710_a.2.pha,51063.70772,400,758.35,701.13,1.182,0.008,0.913,0.005,seg1710_a_rsfft.asc,0.3159,0.0003,1,94,732.187,196.969,1.028,0.09
day1710_b,147807397.4,147808163.4,51063.7382,766,30188-06-02-00,5,1234,bs.s1550_day1710_b.2.pha,51063.73818,736,808.91,749.11,1.183,0.006,0.914,0.005,seg1710_b_rsfft.asc,0.336,0.0095,1,94,763.14,242.919,1.03,0.088
day1711_a,147830900.4,147832834.4,51064.01698,1934,30188-06-03-00,5,1234,bs.s1550_day1711_a.2.pha,51064.01707,1888,985.7,917.78,1.156,0.005,0.887,0.005,seg1711_a_rsfft.asc,0.3045,0.0025,1,94,983.377,249.896,1.027,0.093
day1711_b,147833603.4,147834124.4,51064.04009,521,30188-06-03-00,5,1234,bs.s1550_day1711_b.2.pha,51064.04003,512,978.98,911.71,1.173,0.006,0.893,0.005,seg1711_b_rsfft.asc,0.2918,0.0045,1,94,976.864,238.353,1.024,0.093
day1711_c,147836243.4,147839703.4,51064.08766,3460,30188-06-03-00,5,1234,bs.s1550_day1711_c.2.pha,51064.08763,3424,997.89,930.44,1.159,0.005,0.884,0.005,seg1711_c_rsfft.asc,0.301,0.0019,1,94,995.639,243.789,1.027,0.093
day1712_a,147922596.4,147926274.4,51065.08837,3678,30188-06-01-00,5,1234,bs.s1550_day1712_a.2.pha,51065.08855,3600,1778.93,1683.86,1.139,0.005,0.822,0.005,seg1712_a_rsfft.asc,0.2953,0.0017,1,94,1780.681,396.22,1.037,0.09
day1712_b,147946291.4,147948543.4,51065.35437,2252,30188-06-01-01,3,12,bs.s1550_day1712_b.2.pha,51065.35457,2176,1779.75,1690.98,1.131,0.005,0.802,0.005,seg1712_b_rsfft.asc,0.2722,0.0023,1,94,1755.102,309.378,1.038,0.091
day1713_a,148008932.4,148011904.4,51066.08355,2972,30188-06-01-02,5,1234,bs.s1550_day1713_a.2.pha,51066.08374,2912,2203.63,2115.87,1.097,0.005,0.741,0.005,seg1713_a_rsfft.asc,0.2511,0.0017,1,94,2138.072,240.267,1.041,0.045
day1713_b,148032931.4,148035663.4,51066.35992,2732,30188-06-01-03,5,1234,bs.s1550_day1713_b.2.pha,51066.36013,2672,2356.61,2271.98,1.075,0.005,0.717,0.005,seg1713_b_rsfft.asc,0.2542,0.0017,1,94,2287.852,235.283,1.043,0.044
day1714_a,148112964.4,148116290.4,51067.28967,3326,30188-06-04-00,4,123,bs.s1550_day1714_a.2.pha,51067.28966,3264,2836.46,2756.78,1.007,0.005,0.661,0.005,seg1714_a_rsfft.asc,0.2544,0.0015,1,94,2792.511,274.546,1.051,0.044
day1715_a,148205780.4,148208459.4,51068.36018,2679,30188-06-05-00,5,1234,bs.s1550_day1715_a.2.pha,51068.36041,2608,3184.38,3124.34,0.926,0.005,0.59,0.005,seg1715_a_rsfft.asc,0.2241,0.0015,1,94,3092.574,209.461,1.053,0.044
day1716_a,148286068.4,148289043.4,51069.29116,2975,30188-06-06-00,5,1234,bs.s1550_day1716_a.2.pha,51069.29133,2912,3601.91,3555.35,0.873,0.005,0.536,0.005,seg1716_a_rsfft.asc,0.1968,0.0012,1,94,3501.953,197.37,1.06,0.044
day1717_a,148360116.4,148363924.4,51070.15301,3808,30188-06-07-00,5,1234,bs.s1550_day1717_a.2.pha,51070.15309,3776,3583.26,3535.35,0.877,0.005,0.541,0.005,seg1717_a_rsfft.asc,0.1987,0.0011,1,94,3480.695,207.121,1.074,0.044
day1717_b,148372467.4,148375443.4,51070.29115,2976,30188-06-08-00,5,1234,bs.s1550_day1717_b.2.pha,51070.29133,2912,3610.26,3561.42,0.884,0.005,0.542,0.005,seg1717_b_rsfft.asc,0.1987,0.0012,1,94,3511.61,200.9,1.06,0.045
day1718_a,148452516.4,148456083.4,51071.22106,3567,30188-06-09-00,3,12,bs.s1550_day1718_a.2.pha,51071.22105,3536,3937,3893.54,0.863,0.005,0.518,0.005,seg1718_a_rsfft.asc,0.1897,0.0011,1,94,3927.429,223.58,1.067,0.044
day1719_a,148521268.4,148522546.4,51072.00356,1278,30188-06-10-00,5,1234,bs.s1550_day1719_a.2.pha,51072.00309,1168,3372.72,3316.18,0.898,0.005,0.572,0.005,seg1719_a_rsfft.asc,0.2134,0.0021,1,94,3276.604,203.451,1.076,0.341
day1719_b,148551388.4,148554063.4,51072.36025,2675,30188-06-11-00,5,1234,bs.s1550_day1719_b.2.pha,51072.36022,2656,4131.47,4090.42,0.864,0.005,0.502,0.005,seg1719_b_rsfft.asc,0.1835,0.0012,1,94,4020.99,222.813,1.065,0.044
day1721_a,148706244.4,148708263.4,51074.14877,2019,30191-01-01-00,5,1234,bs.s1550_day1721_a.2.pha,51074.14883,2000,5292.09,5257.85,0.856,0.005,0.454,0.005,seg1721_a_rsfft.asc,0.1523,0.0012,1,94,5151.47,288.253,1.083,0.044
day1722_a,148867108.4,148870083.4,51076.01616,2975,30191-01-02-00,5,1234,bs.s1550_day1722_a.2.pha,51076.01615,2928,13378.28,13293.6,0.886,0.005,0.45,0.005,seg1722_a_rsfft.asc,0.0182,0.0002,1,94,13189.653,272.328,1.214,0.045
day1723a_a,148936468.4,148937890.4,51076.80995,1422,30191-01-03-00,4,123,bs.s1550_day1723a_a.2.pha,51076.80994,1392,6165.94,6132.3,0.855,0.005,0.436,0.005,seg1723a_a_rsfft.asc,0.1332,0.0012,1,94,6092.969,310.117,1.095,0.045
day1723a_b,148938019.4,148940284.4,51076.83278,2265,30191-01-03-00,4,123,bs.s1550_day1723a_b.2.pha,51076.83272,2256,6477.77,6442.72,0.862,0.005,0.432,0.005,seg1723a_b_rsfft.asc,0.1228,0.0009,1,94,6401.872,297.814,1.1,0.044
day1723a_c,148941203.4,148942370.4,51076.86327,1167,30191-01-03-00,4,123,bs.s1550_day1723a_c.2.pha,51076.86318,1136,6681.11,6646.33,0.855,0.005,0.429,0.005,seg1723a_c_rsfft.asc,0.115,0.0012,1,94,6601.707,285.944,1.109,0.046
day1723b_a,148949503.4,148951929.4,51076.96663,2426,30191-01-04-00,5,1234,bs.s1550_day1723b_a.2.pha,51076.96661,2400,7004.52,6968.47,0.863,0.005,0.426,0.005,seg1723b_a_rsfft.asc,0.1088,0.0008,1,226,6848.149,359.564,1.123,0.044
day1723b_b,148954403.4,148956902.4,51077.02376,2499,30191-01-04-00,5,1234,bs.s1550_day1723b_b.2.pha,51077.02374,2496,7601.5,7566.29,0.863,0.005,0.419,0.005,seg1723b_b_rsfft.asc,0.0944,0.0007,1,226,7456.052,349.101,1.132,0.044
day1724a_a,148965988.4,148968866.4,51077.16004,2878,30191-01-05-00,5,1234,bs.s1550_day1724a_a.2.pha,51077.16003,2832,8119.2,8084.95,0.865,0.005,0.409,0.005,seg1724a_a_rsfft.asc,0.0823,0.0006,1,96,7974.572,413.353,1.124,0.044
day1724a_b,148971139.4,148971842.4,51077.20707,703,30191-01-05-00,5,1234,bs.s1550_day1724a_b.2.pha,51077.20698,688,7686.89,7651.57,0.86,0.005,0.415,0.005,seg1724a_b_rsfft.asc,0.0892,0.0012,1,96,7545.191,285.674,1.12,0.046
day1724b_a,148971988.4,148974722.4,51077.22865,2734,30191-01-06-00,5,1234,bs.s1550_day1724b_a.2.pha,51077.22865,2688,7561.9,7525.03,0.866,0.005,0.421,0.005,seg1724b_a_rsfft.asc,0.0953,0.0006,1,226,7424.943,306.865,1.114,0.044
day1724b_b,148977203.4,148980723.4,51077.29356,3520,30191-01-06-00,5,1234,bs.s1550_day1724b_b.2.pha,51077.29346,3488,7337.23,7302.05,0.866,0.005,0.421,0.005,seg1724b_b_rsfft.asc,0.0971,0.0006,1,226,7193.407,336.479,1.11,0.044
day1724b_c,148983203.4,148986544.4,51077.36197,3341,30191-01-06-00,5,1234,bs.s1550_day1724b_c.2.pha,51077.36189,3328,6217.14,6183.38,0.864,0.005,0.435,0.005,seg1724b_c_rsfft.asc,0.1298,0.0008,1,226,6071.17,317.439,1.093,0.044
day1724c_a,149022932.4,149026594.4,51077.82365,3662,30191-01-07-00,5,1234,bs.s1550_day1724c_a.2.pha,51077.82365,0,0,0,-99,99,-99,99,seg1724c_a_rsfft.asc,0.1299,0.0007,1,94,5885.879,288.325,1.093,0.044
day1724c_b,149026723.4,149027104.4,51077.84854,381,30191-01-07-00,5,1234,bs.s1550_day1724c_b.2.pha,51077.84854,0,0,0,-99,99,-99,99,seg1724c_b_rsfft.asc,0.1345,0.0004,1,94,5788.341,299.76,1.088,0.045
day1724c_c,149027251.4,149029093.4,51077.86311,1842,30191-01-07-00,5,1234,bs.s1550_day1724c_c.2.pha,51077.86311,0,0,0,-99,99,-99,99,seg1724c_c_rsfft.asc,0.1317,0.001,1,94,5866.712,296.773,1.096,0.046
day1724c_d,149032167.4,149036578.4,51077.93487,4411,30191-01-07-00,5,1234,bs.s1550_day1724c_d.2.pha,51077.93487,0,0,0,-99,99,-99,99,seg1724c_d_rsfft.asc,0.1477,0.0008,1,94,5128.242,310.749,1.083,0.045
day1725_a,149051428.4,149055138.4,51078.15374,3710,30191-01-08-00,5,1234,bs.s1550_day1725_a.2.pha,51078.15402,3632,4928.19,4895.77,0.851,0.005,0.458,0.005,seg1725_a_rsfft.asc,0.1559,0.0009,1,94,4799.298,265.293,1.078,0.046
day1726_a,149195060.4,149196063.4,51079.80049,1003,30191-01-09-00,5,1234,bs.s1550_day1726_a.2.pha,51079.8005,960,4170.34,4134.32,0.847,0.005,0.487,0.005,seg1726_a_rsfft.asc,0.1767,0.0018,1,226,4065.082,220.217,1.069,0.046
day1726_b,149200819.4,149201823.4,51079.86715,1004,30191-01-09-01,4,123,bs.s1550_day1726_b.2.pha,51079.86716,960,3984.87,3945.46,0.852,0.005,0.501,0.005,seg1726_b_rsfft.asc,0.1839,0.0021,1,226,3937.615,226.275,1.068,0.046
day1726_c,149206649.4,149207342.4,51079.93282,693,30191-01-09-02,4,123,bs.s1550_day1726_c.2.pha,51079.933,640,3919.71,3881,0.846,0.005,0.505,0.005,seg1726_c_rsfft.asc,0.1825,0.0024,1,226,3870.533,200.733,1.071,0.047
day1727_a,149219553.4,149222066.4,51080.09271,2513,30191-01-10-00,5,1234,bs.s1550_day1727_a.2.pha,51080.09263,2480,3920.97,3881.48,0.857,0.005,0.505,0.005,seg1727_a_rsfft.asc,0.1833,0.0012,1,226,3819.006,205.026,1.064,0.044
day1727_b,149224227.4,149224802.4,51080.13559,575,30191-01-10-00,5,1234,bs.s1550_day1727_b.2.pha,51080.1355,560,3876.22,3837.55,0.853,0.005,0.505,0.005,seg1727_b_rsfft.asc,0.1849,0.0026,1,226,3775.25,211.355,1.067,0.046
day1728_a,149304528.4,149308338.4,51081.08372,3810,30191-01-11-00,5,1234,bs.s1550_day1728_a.2.pha,51081.08374,3728,3429.7,3378.3,0.893,0.005,0.554,0.005,seg1728_a_rsfft.asc,0.2113,0.0012,1,94,3338.726,206.105,1.057,0.045
day1728_b,149310627.4,149311203.4,51081.1356,576,30191-01-11-00,5,1234,bs.s1550_day1728_b.2.pha,51081.1355,560,3477.28,3429.62,0.881,0.005,0.54,0.005,seg1728_b_rsfft.asc,0.2021,0.0027,1,94,3387.687,177.335,1.06,0.046
day1729_a,149386078.4,149388882.4,51082.02176,2804,30191-01-12-00,5,1234,bs.s1550_day1729_a.2.pha,51082.0217,2784,3348.23,3294.62,0.898,0.005,0.563,0.005,seg1729_a_rsfft.asc,0.2146,0.0014,1,94,3256.849,204.521,1.055,0.045
day1729_b,149390899.4,149394610.4,51082.08281,3711,30191-01-12-00,5,1234,bs.s1550_day1729_b.2.pha,51082.08272,3696,3367.14,3314.46,0.9,0.005,0.559,0.005,seg1729_b_rsfft.asc,0.2135,0.0012,1,94,3277.262,204,1.055,0.045
day1730_a,149472212.4,149475154.4,51083.01948,2942,30191-01-13-00,5,1234,bs.s1550_day1730_a.2.pha,51083.01948,2880,3258.66,3203.82,0.905,0.005,0.568,0.005,seg1730_a_rsfft.asc,0.2219,0.0014,1,94,3169.091,211.841,1.054,0.045
day1730_b,149477299.4,149478123.4,51083.0661,824,30191-01-13-00,5,1234,bs.s1550_day1730_b.2.pha,51083.06615,800,3269.39,3215.13,0.902,0.005,0.565,0.005,seg1730_b_rsfft.asc,0.2209,0.0026,1,94,3183.743,211.147,1.056,0.046
day1731_a,149587892.4,149591970.4,51084.36495,4078,30191-01-14-00,5,1234,bs.s1550_day1731_a.2.pha,51084.36503,4032,3196.18,3144.03,0.906,0.005,0.567,0.005,seg1731_a_rsfft.asc,0.2205,0.0012,1,94,3116.167,202.088,1.051,0.045
day1731_b,149593763.4,149594343.4,51084.41266,580,30191-01-14-00,5,1234,bs.s1550_day1731_b.2.pha,51084.41263,576,3207.57,3156.84,0.9,0.005,0.564,0.005,seg1731_b_rsfft.asc,0.2174,0.003,1,94,3127.305,199.59,1.052,0.045
day1732a_a,149663633.4,149666066.4,51085.23206,2433,30191-01-15-00,5,1234,bs.s1550_day1732a_a.2.pha,51085.23216,2384,3691.03,3655.45,0.86,0.005,0.502,0.005,seg1732a_a_rsfft.asc,0.1891,0.0013,1,94,3597.723,208.131,1.058,0.045
day1732a_b,149668099.4,149670063.4,51085.28103,1964,30191-01-15-00,5,1234,bs.s1550_day1732a_b.2.pha,51085.28105,1920,3704.45,3670.45,0.856,0.005,0.5,0.005,seg1732a_b_rsfft.asc,0.1873,0.0014,1,94,3618.216,201.202,1.059,0.045
day1732b_a,149724260.4,149726043.4,51085.93,1783,30191-01-16-01,5,1234,bs.s1550_day1732b_a.2.pha,51085.93003,1760,3161.21,3112.84,0.888,0.005,0.558,0.005,seg1732b_a_rsfft.asc,0.2179,0.0017,1,94,3075.638,195.595,1.054,0.046
day1732c_a,149730388.4,149733970.4,51086.01134,3582,30191-01-16-00,5,1234,bs.s1550_day1732c_a.2.pha,51086.01133,3552,3141.01,3093.47,0.888,0.005,0.556,0.005,seg1732c_a_rsfft.asc,0.2217,0.0013,1,94,3059.55,208.03,1.052,0.045
day1732c_b,149736499.4,149737863.4,51086.06923,1364,30191-01-16-00,5,1234,bs.s1550_day1732c_b.2.pha,51086.0692,1360,3285.46,3241.66,0.876,0.005,0.54,0.005,seg1732c_b_rsfft.asc,0.2109,0.0019,1,94,3201.517,200.761,1.053,0.046
day1733_a,149807971.4,149808722.4,51086.8929,751,30191-01-17-00,5,1234,bs.s1550_day1733_a.2.pha,51086.893,688,3276.29,3235.39,0.856,0.005,0.53,0.005,seg1733_a_rsfft.asc,0.2052,0.0024,1,94,3185.678,200.683,1.062,0.045
day1733_b,149810659.4,149814498.4,51086.94189,3839,30191-01-17-00,5,1234,bs.s1550_day1733_b.2.pha,51086.94189,3792,3338.08,3297.82,0.865,0.005,0.524,0.005,seg1733_b_rsfft.asc,0.2024,0.0011,1,94,3249.646,198.668,1.056,0.045
day1733_c,149816787.4,149817554.4,51086.99503,767,30191-01-17-00,5,1234,bs.s1550_day1733_c.2.pha,51086.99494,752,3322.49,3281.34,0.864,0.005,0.526,0.005,seg1733_c_rsfft.asc,0.2034,0.0025,1,94,3235.507,203.129,1.057,0.046
day1733_d,149818579.4,149820370.4,51087.0217,1791,30191-01-17-00,5,1234,bs.s1550_day1733_d.2.pha,51087.02161,1776,3251.62,3208.74,0.875,0.005,0.535,0.005,seg1733_d_rsfft.asc,0.2069,0.0016,1,94,3167.136,192.628,1.054,0.044
day1733_e,149822851.4,149824370.4,51087.06957,1519,30191-01-17-00,5,1234,bs.s1550_day1733_e.2.pha,51087.06948,1488,3243.71,3200.82,0.877,0.005,0.535,0.005,seg1733_e_rsfft.asc,0.2082,0.0018,1,94,3162.127,193.52,1.053,0.046
day1734_a,149874516.4,149875684.4,51087.66551,1168,30191-01-18-01,5,1234,bs.s1550_day1734_a.2.pha,51087.66578,1104,3194.45,3151.31,0.875,0.005,0.538,0.005,seg1734_a_rsfft.asc,0.213,0.0021,1,94,3106.844,201.847,1.052,0.047
day1734_b,149880035.4,149882803.4,51087.73865,2768,30191-01-18-00,5,1234,bs.s1550_day1734_b.2.pha,51087.73883,2688,3253.97,3212.68,0.866,0.005,0.53,0.005,seg1734_b_rsfft.asc,0.2055,0.0013,1,94,3168.167,199.959,1.057,0.046
day1734_c,149882803.4,149885568.4,51087.77067,2765,30191-01-18-00,5,1234,bs.s1550_day1734_c.2.pha,51087.77059,2736,3204.98,3161.16,0.874,0.005,0.537,0.005,seg1734_c_rsfft.asc,0.2109,0.0014,1,94,3120.975,197.388,1.056,0.045
day1734_d,149885592.4,149886577.4,51087.79265,985,30191-01-18-00,4,123,bs.s1550_day1734_d.2.pha,51087.79263,960,3213.26,3169.94,0.872,0.005,0.535,0.005,seg1734_d_rsfft.asc,0.2076,0.0022,1,94,3170.578,194.372,1.057,0.046
day1734_e,149886707.4,149887263.4,51087.80307,556,30191-01-18-00,4,123,bs.s1550_day1734_e.2.pha,51087.803,544,3240.65,3197.98,0.879,0.005,0.532,0.005,seg1734_e_rsfft.asc,0.2084,0.003,1,94,3194.001,191.69,1.052,0.046
day1735_a,149904148.4,149906770.4,51088.01689,2622,30191-01-19-00,5,1234,bs.s1550_day1735_a.2.pha,51088.01689,2592,3134.04,3089.74,0.883,0.005,0.542,0.005,seg1735_a_rsfft.asc,0.2149,0.0014,1,94,3056.239,195.118,1.051,0.045
day1735_b,149910147.4,149912962.4,51088.08744,2815,30191-01-19-01,5,1234,bs.s1550_day1735_b.2.pha,51088.08744,2768,3123.86,3078.46,0.885,0.005,0.546,0.005,seg1735_b_rsfft.asc,0.2159,0.0014,1,94,3043.921,197.931,1.051,0.045
day1735_c,149915667.4,149916063.4,51088.13733,396,30191-01-19-01,5,1234,bs.s1550_day1735_c.2.pha,51088.13726,384,3056.84,3010.34,0.886,0.005,0.554,0.005,seg1735_c_rsfft.asc,0.2202,0.0006,1,94,2981.055,199.774,1.051,0.046
day1736_a,149990787.4,149993170.4,51089.01827,2383,30191-01-20-00,5,1234,bs.s1550_day1736_a.2.pha,51089.01818,2368,2986.58,2940.83,0.888,0.005,0.555,0.005,seg1736_a_rsfft.asc,0.2241,0.0016,1,94,2910.334,201.105,1.049,0.045
day1737a_a,150088884.4,150092002.4,51090.15791,3118,30191-01-21-00,5,1234,bs.s1550_day1737a_a.2.pha,51090.15809,3056,3217.95,3179.93,0.866,0.005,0.516,0.005,seg1737a_a_rsfft.asc,0.2012,0.0012,1,94,3140.41,193.431,1.052,0.045
day1737b_a,150137604.4,150139384.4,51090.71406,1780,30191-01-22-00,5,1234,bs.s1550_day1737b_a.2.pha,51090.71411,1744,3094.42,3056.44,0.857,0.005,0.524,0.005,seg1737b_a_rsfft.asc,0.2053,0.0016,1,94,3016.285,187.862,1.058,0.045
day1737b_b,150140787.4,150142402.4,51090.74994,1615,30191-01-22-00,5,1234,bs.s1550_day1737b_b.2.pha,51090.74985,1584,3031.58,2992.6,0.86,0.005,0.529,0.005,seg1737b_b_rsfft.asc,0.2135,0.0018,1,94,2957.204,197.98,1.058,0.045
day1738_a,150227252.4,150228674.4,51091.74958,1422,30191-01-23-00,3,12,bs.s1550_day1738_a.2.pha,51091.74957,1376,3765.68,3737.68,0.846,0.005,0.464,0.005,seg1738_a_rsfft.asc,0.1597,0.0015,1,94,3756.188,200.912,1.069,0.045
day1738_b,150230131.4,150231423.4,51091.78215,1292,30191-01-23-00,3,12,bs.s1550_day1738_b.2.pha,51091.78207,1280,3732.84,3706.02,0.839,0.005,0.467,0.005,seg1738_b_rsfft.asc,0.161,0.0016,1,94,3718.989,202.646,1.07,0.045
day1740_a,150348212.4,150351154.4,51093.15837,2942,30191-01-24-00,5,1234,bs.s1550_day1740_a.2.pha,51093.15846,2896,4119.78,4092.23,0.858,0.005,0.445,0.005,seg1740_a_rsfft.asc,0.1369,0.0009,1,94,4018.228,202.211,1.065,0.045
day1741a_a,150434676.4,150437618.4,51094.15911,2942,30191-01-25-00,3,12,bs.s1550_day1741a_a.2.pha,51094.15911,2912,3022.51,2988.47,0.857,0.005,0.509,0.005,seg1741a_a_rsfft.asc,0.1963,0.0013,1,94,3016.276,188.359,1.051,0.045
day1741b_a,150471636.4,150473104.4,51094.57836,1468,30191-01-26-00,4,124,bs.s1550_day1741b_a.2.pha,51094.57837,1440,3186.72,3156.6,0.839,0.005,0.487,0.005,seg1741b_a_rsfft.asc,0.18,0.0016,1,94,3118.254,186.136,1.061,0.045
day1741b_b,150474979.4,150477363.4,51094.62235,2384,30191-01-26-00,4,124,bs.s1550_day1741b_b.2.pha,51094.62226,2352,3255.59,3226.02,0.846,0.005,0.483,0.005,seg1741b_b_rsfft.asc,0.1756,0.0012,1,94,3186.069,187.298,1.058,0.045
day1742_a,150561332.4,150562610.4,51095.61541,1278,30191-01-27-01,5,1234,bs.s1550_day1742_a.2.pha,51095.61559,1216,2945.45,2911.85,0.856,0.005,0.507,0.005,seg1742_a_rsfft.asc,0.196,0.0018,1,94,2871.563,182.761,1.054,0.046
day1743_a,150644441.4,150645783.4,51096.57769,1342,30191-01-27-00,5,1234,bs.s1550_day1743_a.2.pha,51096.57772,1312,3015.42,2985.41,0.844,0.005,0.491,0.005,seg1743_a_rsfft.asc,0.1824,0.0017,1,94,2939.583,178.657,1.058,0.045
day1743_b,150647731.4,150648690.4,51096.61355,959,30191-01-27-00,5,1234,bs.s1550_day1743_b.2.pha,51096.61346,944,3136.81,3109.47,0.841,0.005,0.479,0.005,seg1743_b_rsfft.asc,0.171,0.0019,1,94,3058.638,172.373,1.058,0.045
day1743_c,150649827.4,150651543.4,51096.64219,1716,30191-01-27-00,5,1234,bs.s1550_day1743_c.2.pha,51096.64216,1696,3297.47,3269.59,0.844,0.005,0.468,0.005,seg1743_c_rsfft.asc,0.1601,0.0013,1,94,3214.867,182.435,1.063,0.045
day1744a_a,150730644.4,150732123.4,51097.5762,1479,30191-01-28-01,5,1234,bs.s1550_day1744a_a.2.pha,51097.57633,1440,2824.32,2793.6,0.842,0.005,0.501,0.005,seg1744a_a_rsfft.asc,0.1908,0.0017,1,94,2750.106,172.33,1.055,0.045
day1744b_a,150751412.4,150752338.4,51097.81337,926,30191-01-28-00,5,1234,bs.s1550_day1744b_a.2.pha,51097.81337,896,2641.09,2606.95,0.855,0.005,0.524,0.005,seg1744b_a_rsfft.asc,0.2058,0.0023,1,94,2574.446,174.615,1.047,0.045
day1745_a,150791732.4,150793443.4,51098.28458,1711,30191-01-28-02,5,1234,bs.s1550_day1745_a.2.pha,51098.28466,1648,2856.35,2826.9,0.853,0.005,0.497,0.005,seg1745_a_rsfft.asc,0.1874,0.0016,1,94,2786.454,171.526,1.047,0.046
day1746a_a,150872308.4,150873783.4,51099.21581,1475,30191-01-29-00,5,1234,bs.s1550_day1746a_a.2.pha,51099.21596,1440,2746.21,2716.95,0.852,0.005,0.501,0.005,seg1746a_a_rsfft.asc,0.189,0.0017,1,94,2679.94,167.291,1.045,0.045
day1746b_a,150906868.4,150907458.4,51099.61069,590,30191-01-29-01,5,1234,bs.s1550_day1746b_a.2.pha,51099.61068,544,2732.97,2704.24,0.839,0.005,0.494,0.005,seg1746b_a_rsfft.asc,0.1787,0.0024,1,94,2663.606,157.115,1.054,0.046
day1746b_b,150909331.4,150910560.4,51099.64289,1229,30191-01-29-01,5,1234,bs.s1550_day1746b_b.2.pha,51099.64281,1216,2721.03,2692.13,0.846,0.005,0.499,0.005,seg1746b_b_rsfft.asc,0.1829,0.0018,1,94,2654.473,157.101,1.052,0.045
day1746b_c,150912627.4,150913298.4,51099.67781,671,30191-01-29-01,5,1234,bs.s1550_day1746b_c.2.pha,51099.67772,640,2646.58,2615.55,0.845,0.005,0.509,0.005,seg1746b_c_rsfft.asc,0.191,0.0025,1,94,2579.811,161.328,1.051,0.046
day1747_a,150964903.4,150967442.4,51100.29367,2539,30191-01-30-00,4,123,bs.s1550_day1747_a.2.pha,51100.29365,2512,3181.77,3158.06,0.843,0.005,0.456,0.005,seg1747_a_rsfft.asc,0.1396,0.001,1,94,3142.005,150.147,1.056,0.045
day1748a_a,151079604.4,151080050.4,51101.60911,446,30191-01-31-00,5,1234,bs.s1550_day1748a_a.2.pha,51101.6092,384,3020.91,2996.54,0.837,0.005,0.456,0.005,seg1748a_a_rsfft.asc,0.1381,0.001,1,94,2946.221,145.609,1.058,0.046
day1748a_b,151082131.4,151083243.4,51101.64222,1112,30191-01-31-00,5,1234,bs.s1550_day1748a_b.2.pha,51101.64216,1104,3209.64,3186.56,0.844,0.005,0.445,0.005,seg1748a_b_rsfft.asc,0.1214,0.0012,1,94,3127.344,144.281,1.057,0.045
day1748b_a,151108406.4,151110466.4,51101.95181,2060,30191-01-31-01,5,1234,bs.s1550_day1748b_a.2.pha,51101.95189,2016,3097.64,3074.75,0.843,0.005,0.451,0.005,seg1748b_a_rsfft.asc,0.13,0.001,1,94,3020.973,140.697,1.051,0.046
day1753_a,151541492.4,151542354.4,51106.95745,862,30191-01-32-00,5,1234,bs.s1550_day1753_a.2.pha,51106.95753,800,3848.45,3832.99,0.859,0.005,0.373,0.005,seg1753_a_rsfft.asc,0.0446,0.0009,1,94,3756.94,74.787,1.063,0.045
day1755_a,151638611.4,151641170.4,51108.09133,2559,30191-01-33-00,5,1234,bs.s1550_day1755_a.2.pha,51108.09124,2480,3645.06,3627.93,0.863,0.005,0.383,0.005,seg1755_a_rsfft.asc,0.0478,0.0006,1,94,3557.262,69.55,1.061,0.045
day1755_b,151643843.4,151645890.4,51108.14892,2047,30191-01-33-00,5,1234,bs.s1550_day1755_b.2.pha,51108.14883,1984,3637.3,3619.88,0.866,0.005,0.384,0.005,seg1755_b_rsfft.asc,0.0482,0.0006,1,94,3551.997,72.202,1.061,0.045
day1755_c,151646019.4,151646914.4,51108.16744,895,30191-01-33-00,5,1234,bs.s1550_day1755_c.2.pha,51108.16735,848,3663.83,3644.85,0.876,0.005,0.389,0.005,seg1755_c_rsfft.asc,0.0489,0.0009,1,94,3576.893,67.053,1.06,0.045
day1755_d,151647043.4,151647396.4,51108.17616,353,30191-01-33-00,5,1234,bs.s1550_day1755_d.2.pha,51108.17615,352,3655.18,3635.98,0.878,0.005,0.393,0.005,seg1755_d_rsfft.asc,0.0539,0.0011,1,94,3562.632,82.903,1.059,0.045
day1755_e,151649539.4,151653153.4,51108.22392,3614,30191-01-33-00,5,1234,bs.s1550_day1755_e.2.pha,51108.22383,3584,3613.53,3596.02,0.868,0.005,0.386,0.005,seg1755_e_rsfft.asc,0.0491,0.0005,1,94,3529.342,79.847,1.061,0.045
day1756_a,151781972.4,151783170.4,51109.74272,1198,30191-01-34-01,5,1234,bs.s1550_day1756_a.2.pha,51109.74272,1152,3351.18,3341.53,0.839,0.005,0.371,0.005,seg1756_a_rsfft.asc,0.0449,0.0009,1,94,3271.621,59.215,1.055,0.045
day1757_a,151828052.4,151831615.4,51110.28974,3563,30191-01-34-00,5,1234,bs.s1550_day1757_a.2.pha,51110.28976,3520,3086.62,3084.44,0.817,0.005,0.346,0.005,seg1757_a_rsfft.asc,0.0193,0.0004,1,94,3014.795,56.738,1.055,0.045
